carId,carAtendimento,carParcelas,carValorParcela,carVencimento,carNumeroParcela,carParcelaStatus,carDataPagamento
3115,11651,7,R$ 243.00,06-Dec-23,7,Pago com atraso,09-Jan-24
3116,11653,5,R$ 100.00,03-Jun-23,1,Pago com sucesso,03-Jun-23
3117,11653,5,R$ 100.00,03-Jul-23,2,Pago com sucesso,22-Jun-23
3118,11653,5,R$ 100.00,03-Aug-23,3,Pago com sucesso,26-Jul-23
3119,11653,5,R$ 100.00,03-Sep-23,4,Pago com atraso,06-Sep-23
3120,11653,5,R$ 100.00,03-Oct-23,5,Pago com atraso,13-Oct-23
3121,11656,5,R$ 220.00,10-Jun-23,1,Pago com sucesso,06-Jun-23
3122,11656,5,R$ 220.00,10-Jul-23,2,Pago com sucesso,06-Jul-23
3123,11656,5,R$ 220.00,10-Aug-23,3,Pago com atraso,14-Aug-23
3124,11656,5,R$ 220.00,10-Sep-23,4,Pago com atraso,13-Sep-23
3125,11656,5,R$ 220.00,10-Oct-23,5,Pago com atraso,16-Oct-23
3126,11657,6,R$ 284.00,27-Jun-23,1,Pago com atraso,28-Jun-23
3127,11657,6,R$ 284.00,27-Jul-23,2,Pago com sucesso,26-Jul-23
3128,11657,6,R$ 284.00,27-Aug-23,3,Pago com atraso,29-Aug-23
3129,11657,6,R$ 284.00,27-Sep-23,4,Pago com sucesso,27-Sep-23
3130,11657,6,R$ 284.00,27-Oct-23,5,Pago com sucesso,26-Oct-23
3131,11657,6,R$ 284.00,27-Nov-23,6,Pago com atraso,30-Nov-23
3132,11659,5,R$ 300.00,02-Jul-23,1,Pago com atraso,18-Jul-23
3133,11659,5,R$ 300.00,02-Aug-23,2,Pago com atraso,05-Sep-23
3134,11659,5,R$ 300.00,02-Sep-23,3,Pago com atraso,05-Sep-23
3135,11659,5,R$ 300.00,02-Oct-23,4,Pago com atraso,12-Oct-23
3136,11659,5,R$ 300.00,02-Nov-23,5,Pago com atraso,09-Feb-24
3137,11662,6,R$ 235.00,30-Jun-23,1,Pago com sucesso,30-Jun-23
3138,11662,6,R$ 235.00,30-Jul-23,2,Pago com atraso,08-Aug-23
3139,11662,6,R$ 235.00,30-Aug-23,3,Pago com sucesso,29-Aug-23
3140,11662,6,R$ 235.00,30-Sep-23,4,Pago com atraso,28-Oct-23
3141,11662,6,R$ 235.00,30-Oct-23,5,Pago com atraso,19-Dec-23
3142,11662,6,R$ 235.00,30-Nov-23,6,Pago com atraso,29-Dec-23
3143,11665,4,R$ 137.50,30-Jul-23,1,Pago com atraso,02-Aug-23
3144,11665,4,R$ 137.50,30-Aug-23,2,Pago com sucesso,30-Aug-23
3145,11665,4,R$ 137.50,30-Sep-23,3,Pago com atraso,04-Oct-23
3146,11665,4,R$ 137.50,30-Oct-23,4,Pago com sucesso,04-Oct-23
3147,11666,3,R$ 100.00,30-Jun-23,1,Pago com sucesso,26-Jun-23
3148,11666,3,R$ 100.00,30-Jul-23,2,Pago com sucesso,01-Jul-23
3149,11666,3,R$ 100.00,30-Aug-23,3,Pago com sucesso,01-Jul-23
3150,11669,3,R$ 130.00,20-Jul-23,1,Pago com sucesso,19-Jul-23
3151,11669,3,R$ 130.00,20-Aug-23,2,Pago com atraso,24-Aug-23
3152,11669,3,R$ 130.00,20-Sep-23,3,Pago com atraso,27-Sep-23
3153,11670,5,R$ 200.00,10-Jul-23,1,Pago com sucesso,10-Jul-23
3154,11670,5,R$ 200.00,10-Aug-23,2,Pago com sucesso,10-Aug-23
3155,11670,5,R$ 200.00,10-Sep-23,3,Pago com atraso,11-Sep-23
3156,11670,5,R$ 200.00,10-Oct-23,4,Pago com sucesso,10-Oct-23
3157,11670,5,R$ 200.00,10-Nov-23,5,Pago com sucesso,10-Nov-23
3158,11673,6,R$ 185.00,05-Jul-23,1,Pago com atraso,06-Jul-23
3159,11673,6,R$ 185.00,05-Aug-23,2,Pago com sucesso,05-Aug-23
3160,11673,6,R$ 185.00,05-Sep-23,3,Pago com atraso,13-Sep-23
3161,11673,6,R$ 185.00,05-Oct-23,4,Pago com sucesso,05-Oct-23
3162,11673,6,R$ 185.00,05-Nov-23,5,Pago com atraso,07-Nov-23
3163,11673,6,R$ 185.00,05-Dec-23,6,Pago com atraso,23-Dec-23
3164,11679,2,R$ 130.00,25-Jul-23,1,Pago com sucesso,25-Jul-23
3165,11679,2,R$ 130.00,25-Aug-23,2,Pago com sucesso,07-Aug-23
3166,11685,4,R$ 275.00,30-Aug-23,1,Pago com atraso,02-Sep-23
3167,11685,4,R$ 275.00,30-Sep-23,2,Pago com atraso,05-Oct-23
3168,11685,4,R$ 275.00,30-Oct-23,3,Pago com atraso,31-Oct-23
3169,11685,4,R$ 275.00,30-Nov-23,4,Pago com sucesso,28-Nov-23
3170,11688,8,R$ 247.50,25-Aug-23,1,Pago com sucesso,21-Aug-23
3171,11688,8,R$ 247.50,25-Sep-23,2,Pago com sucesso,22-Sep-23
3172,11688,8,R$ 247.50,25-Oct-23,3,Pago com sucesso,24-Oct-23
3173,11688,8,R$ 247.50,25-Nov-23,4,Pago com sucesso,21-Nov-23
3174,11688,8,R$ 247.50,25-Dec-23,5,Pago com sucesso,23-Dec-23
3175,11688,8,R$ 247.50,25-Jan-24,6,Pago com sucesso,22-Jan-24
3176,11688,8,R$ 247.50,25-Feb-24,7,Pago com sucesso,21-Feb-24
3177,11688,8,R$ 247.50,25-Mar-24,8,Pago com sucesso,21-Mar-24
3178,11690,5,R$ 96.00,30-Jan-24,1,Pago com atraso,17-May-24
3179,11690,5,R$ 96.00,29-Feb-24,2,Pago com atraso,17-May-24
3180,11690,5,R$ 96.00,29-Mar-24,3,Pago com atraso,17-May-24
3181,11690,5,R$ 96.00,29-Apr-24,4,Pago com atraso,17-May-24
3182,11690,5,R$ 96.00,29-May-24,5,Aberta,
3183,11680,2,R$ 145.00,07-Aug-23,1,Pago com sucesso,07-Aug-23
3184,11680,2,R$ 145.00,07-Sep-23,2,Pago com sucesso,07-Sep-23
3185,11693,2,R$ 150.00,04-Sep-23,1,Pago com atraso,06-Nov-23
3186,11693,2,R$ 150.00,04-Oct-23,2,Pago com atraso,09-Jan-24
3187,11695,2,R$ 125.00,02-Oct-23,1,Pago com atraso,08-Apr-24
3188,11695,2,R$ 125.00,02-Nov-23,2,Pago com atraso,08-Apr-24
3189,11698,5,R$ 120.00,04-Sep-23,1,Pago com atraso,06-Sep-23
3190,11698,5,R$ 120.00,04-Oct-23,2,Pago com atraso,06-Oct-23
3191,11698,5,R$ 120.00,04-Nov-23,3,Pago com atraso,07-Nov-23
3192,11698,5,R$ 120.00,04-Dec-23,4,Pago com atraso,05-Jan-24
3193,11698,5,R$ 120.00,04-Jan-24,5,Pago com atraso,06-Feb-24
3194,11700,4,R$ 150.00,25-Aug-23,1,Pago com sucesso,25-Aug-23
3195,11700,4,R$ 150.00,25-Sep-23,2,Pago com sucesso,25-Sep-23
3196,11700,4,R$ 150.00,25-Oct-23,3,Pago com sucesso,25-Oct-23
3197,11700,4,R$ 150.00,25-Nov-23,4,Pago com sucesso,24-Nov-23
3198,11711,6,R$ 158.00,30-Aug-23,1,Pago com sucesso,30-Aug-23
3199,11711,6,R$ 158.00,30-Sep-23,2,Pago com sucesso,29-Sep-23
3200,11711,6,R$ 158.00,30-Oct-23,3,Pago com sucesso,30-Oct-23
3201,11711,6,R$ 158.00,30-Nov-23,4,Pago com atraso,09-Dec-23
3202,11711,6,R$ 158.00,30-Dec-23,5,Pago com sucesso,29-Dec-23
3203,11711,6,R$ 158.00,30-Jan-24,6,Pago com sucesso,30-Jan-24
3204,11715,5,R$ 140.00,25-Sep-23,1,Pago com atraso,27-Sep-23
3205,11715,5,R$ 140.00,25-Oct-23,2,Pago com atraso,28-Oct-23
3206,11715,5,R$ 140.00,25-Nov-23,3,Pago com atraso,28-Nov-23
3207,11715,5,R$ 140.00,25-Dec-23,4,Pago com atraso,03-Jan-24
3208,11715,5,R$ 140.00,25-Jan-24,5,Pago com atraso,29-Apr-24
3209,11717,2,R$ 200.00,05-Oct-23,1,Pago com atraso,19-Oct-23
3210,11717,2,R$ 200.00,05-Nov-23,2,Pago com atraso,07-Nov-23
3211,11718,3,R$ 180.00,05-Oct-23,1,Pago com sucesso,05-Oct-23
3212,11718,3,R$ 180.00,05-Nov-23,2,Pago com atraso,08-Nov-23
3213,11718,3,R$ 180.00,05-Dec-23,3,Pago com atraso,06-Dec-23
3214,11719,5,R$ 130.00,15-Oct-23,1,Pago com sucesso,10-Oct-23
3215,11719,5,R$ 130.00,15-Nov-23,2,Pago com atraso,16-Nov-23
3216,11719,5,R$ 130.00,15-Dec-23,3,Pago com sucesso,09-Dec-23
3217,11719,5,R$ 130.00,15-Jan-24,4,Pago com atraso,16-Jan-24
3218,11719,5,R$ 130.00,15-Feb-24,5,Pago com atraso,16-Feb-24
3219,11720,5,R$ 130.00,03-Nov-23,1,Pago com sucesso,03-Nov-23
3220,11720,5,R$ 130.00,03-Dec-23,2,Pago com atraso,04-Mar-24
3221,11720,5,R$ 130.00,03-Jan-24,3,Pago com atraso,29-Jan-24
3222,11720,5,R$ 130.00,03-Feb-24,4,Pago com atraso,02-Mar-24
3223,11720,5,R$ 130.00,03-Mar-24,5,Pago com atraso,02-Apr-24
3224,11721,6,R$ 235.00,15-Oct-23,1,Pago com atraso,16-Oct-23
3225,11721,6,R$ 235.00,15-Nov-23,2,Pago com atraso,16-Nov-23
3226,11721,6,R$ 235.00,15-Dec-23,3,Pago com atraso,18-Dec-23
3227,11721,6,R$ 235.00,15-Jan-24,4,Pago com atraso,16-Jan-24
3228,11721,6,R$ 235.00,15-Feb-24,5,Pago com atraso,20-Mar-24
3229,11721,6,R$ 235.00,15-Mar-24,6,Pago com atraso,31-May-24
3230,11722,6,R$ 300.00,10-Oct-23,1,Pago com sucesso,02-Oct-23
3231,11722,6,R$ 300.00,10-Nov-23,2,Pago com sucesso,08-Nov-23
3232,11722,6,R$ 300.00,10-Dec-23,3,Pago com sucesso,07-Dec-23
3233,11722,6,R$ 300.00,10-Jan-24,4,Pago com atraso,31-Jan-24
3234,11722,6,R$ 300.00,10-Feb-24,5,Pago com atraso,18-Apr-24
3235,11722,6,R$ 300.00,10-Mar-24,6,Pago com atraso,18-Apr-24
3236,11723,10,R$ 268.00,01-Oct-23,1,Pago com sucesso,30-Sep-23
3237,11723,10,R$ 268.00,01-Nov-23,2,Pago com sucesso,30-Oct-23
3238,11723,10,R$ 268.00,01-Dec-23,3,Pago com atraso,02-Dec-23
3239,11723,10,R$ 268.00,01-Jan-24,4,Pago com sucesso,29-Dec-23
3240,11723,10,R$ 268.00,01-Feb-24,5,Pago com sucesso,27-Jan-24
3241,11723,10,R$ 268.00,01-Mar-24,6,Pago com sucesso,29-Feb-24
3242,11723,10,R$ 268.00,01-Apr-24,7,Pago com sucesso,26-Mar-24
3243,11723,10,R$ 268.00,01-May-24,8,Pago com sucesso,28-Apr-24
3244,11723,10,R$ 268.00,01-Jun-24,9,Pago com sucesso,29-May-24
3245,11723,10,R$ 268.00,01-Jul-24,10,Pago com sucesso,28-Jun-24
3246,11725,5,R$ 130.00,05-Oct-23,1,Pago com sucesso,18-Sep-23
3247,11725,5,R$ 130.00,05-Nov-23,2,Pago com sucesso,05-Oct-23
3248,11725,5,R$ 130.00,05-Dec-23,3,Pago com sucesso,07-Nov-23
3249,11725,5,R$ 130.00,05-Jan-24,4,Pago com sucesso,12-Dec-23
3250,11725,5,R$ 130.00,05-Feb-24,5,Pago com sucesso,09-Jan-24
3251,11728,5,R$ 138.00,22-Oct-23,1,Pago com atraso,30-Dec-23
3252,11728,5,R$ 138.00,22-Nov-23,2,Pago com atraso,30-Dec-23
3253,11728,5,R$ 138.00,22-Dec-23,3,Pago com atraso,30-Dec-23
3254,11728,5,R$ 138.00,22-Jan-24,4,Aberta,
3255,11728,5,R$ 138.00,22-Feb-24,5,Aberta,
3256,11729,2,R$ 250.00,25-Oct-23,1,Pago com atraso,12-Jan-24
3257,11729,2,R$ 250.00,25-Nov-23,2,Aberta,
3258,11731,5,R$ 100.00,06-Nov-23,1,Pago com sucesso,30-Oct-23
3259,11731,5,R$ 100.00,06-Dec-23,2,Pago com sucesso,01-Dec-23
3260,11731,5,R$ 100.00,06-Jan-24,3,Pago com sucesso,03-Jan-24
3261,11731,5,R$ 100.00,06-Feb-24,4,Pago com sucesso,30-Jan-24
3262,11731,5,R$ 100.00,06-Mar-24,5,Pago com sucesso,04-Mar-24
3263,11732,5,R$ 150.00,30-Oct-23,1,Pago com sucesso,28-Oct-23
3264,11732,5,R$ 150.00,30-Nov-23,2,Pago com sucesso,29-Nov-23
3265,11732,5,R$ 150.00,30-Dec-23,3,Pago com sucesso,26-Dec-23
3266,11732,5,R$ 150.00,30-Jan-24,4,Pago com atraso,01-Feb-24
3267,11732,5,R$ 150.00,29-Feb-24,5,Pago com sucesso,29-Feb-24
3268,11733,5,R$ 250.00,06-Nov-23,1,Pago com sucesso,06-Nov-23
3269,11733,5,R$ 250.00,06-Dec-23,2,Pago com atraso,07-Dec-23
3270,11733,5,R$ 250.00,06-Jan-24,3,Pago com atraso,08-Jan-24
3271,11733,5,R$ 250.00,06-Feb-24,4,Pago com sucesso,06-Feb-24
3272,11733,5,R$ 250.00,06-Mar-24,5,Pago com atraso,11-Mar-24
3273,11734,2,R$ 100.00,04-Nov-23,1,Pago com atraso,08-Nov-23
3274,11734,2,R$ 100.00,04-Dec-23,2,Pago com atraso,07-Dec-23
3275,11735,5,R$ 100.00,10-Nov-23,1,Pago com atraso,13-Nov-23
3276,11735,5,R$ 100.00,10-Dec-23,2,Pago com atraso,12-Dec-23
3277,11735,5,R$ 100.00,10-Jan-24,3,Pago com sucesso,09-Jan-24
3278,11735,5,R$ 100.00,10-Feb-24,4,Pago com atraso,15-Feb-24
3279,11735,5,R$ 100.00,10-Mar-24,5,Pago com sucesso,08-Mar-24
3280,11737,10,R$ 387.00,25-Oct-23,1,Pago com sucesso,25-Oct-23
3281,11737,10,R$ 387.00,25-Nov-23,2,Pago com sucesso,25-Oct-23
3282,11737,10,R$ 387.00,25-Dec-23,3,Pago com sucesso,09-Dec-23
3283,11737,10,R$ 387.00,25-Jan-24,4,Pago com sucesso,09-Dec-23
3284,11737,10,R$ 387.00,25-Feb-24,5,Pago com atraso,29-May-24
3285,11737,10,R$ 387.00,25-Mar-24,6,Pago com atraso,29-May-24
3286,11737,10,R$ 387.00,25-Apr-24,7,Pago com atraso,29-May-24
3287,11737,10,R$ 387.00,25-May-24,8,Pago com atraso,29-May-24
3288,11737,10,R$ 387.00,25-Jun-24,9,Pago com sucesso,25-Jun-24
3289,11737,10,R$ 387.00,25-Jul-24,10,Pago com sucesso,25-Jul-24
3290,11745,2,R$ 250.00,05-Dec-23,1,Pago com atraso,11-Jan-24
3291,11745,2,R$ 250.00,05-Jan-24,2,Pago com atraso,11-Jan-24
3292,11749,3,R$ 100.00,13-Dec-23,1,Pago com atraso,30-Jan-24
3293,11749,3,R$ 100.00,13-Jan-24,2,Pago com atraso,29-Feb-24
3294,11749,3,R$ 100.00,13-Feb-24,3,Pago com atraso,26-Mar-24
3295,11763,5,R$ 140.00,25-Dec-23,1,Pago com sucesso,25-Dec-23
3296,11763,5,R$ 140.00,25-Jan-24,2,Pago com atraso,01-Feb-24
3297,11763,5,R$ 140.00,25-Feb-24,3,Pago com atraso,11-May-24
3298,11763,5,R$ 140.00,25-Mar-24,4,Pago com atraso,11-May-24
3299,11763,5,R$ 140.00,25-Apr-24,5,Pago com sucesso,25-Apr-24
3300,11765,6,R$ 50.00,14-Jan-24,1,Pago com sucesso,30-Dec-23
3301,11765,6,R$ 50.00,14-Feb-24,2,Pago com sucesso,13-Jan-24
3302,11765,6,R$ 50.00,14-Mar-24,3,Pago com sucesso,26-Jan-24
3303,11765,6,R$ 50.00,14-Apr-24,4,Pago com sucesso,06-Feb-24
3304,11765,6,R$ 50.00,14-May-24,5,Pago com sucesso,16-Feb-24
3305,11765,6,R$ 50.00,14-Jun-24,6,Pago com sucesso,19-Mar-24
3306,11767,10,R$ 140.00,31-Jan-24,1,Pago com sucesso,31-Jan-24
3307,11767,10,R$ 140.00,29-Feb-24,2,Pago com atraso,06-Mar-24
3308,11767,10,R$ 140.00,29-Mar-24,3,Pago com atraso,03-Jun-25
3309,11767,10,R$ 140.00,29-Apr-24,4,Pago com atraso,02-Jul-24
3310,11767,10,R$ 140.00,29-May-24,5,Pago com atraso,06-Aug-24
3311,11767,10,R$ 140.00,29-Jun-24,6,Pago com atraso,05-Nov-24
3312,11767,10,R$ 140.00,29-Jul-24,7,Pago com atraso,12-Dec-24
3313,11767,10,R$ 140.00,29-Aug-24,8,Pago com atraso,07-Jan-25
3314,11767,10,R$ 140.00,29-Sep-24,9,Pago com atraso,07-Feb-25
3315,11767,10,R$ 140.00,29-Oct-24,10,Pago com atraso,10-Mar-25
3316,11768,3,R$ 100.00,10-Jan-24,1,Pago com atraso,11-Jan-24
3317,11768,3,R$ 100.00,10-Feb-24,2,Pago com atraso,16-Feb-24
3318,11768,3,R$ 100.00,10-Mar-24,3,Pago com atraso,11-Mar-24
3319,11769,5,R$ 205.00,21-Jan-24,1,Pago com atraso,09-Apr-24
3320,11769,5,R$ 205.00,21-Feb-24,2,Pago com atraso,09-Apr-24
3321,11769,5,R$ 205.00,21-Mar-24,3,Pago com atraso,11-May-24
3322,11769,5,R$ 205.00,21-Apr-24,4,Pago com sucesso,21-Apr-24
3323,11769,5,R$ 205.00,21-May-24,5,Pago com sucesso,21-May-24
3324,11771,2,R$ 250.00,05-Feb-24,1,Pago com atraso,03-Apr-24
3325,11771,2,R$ 250.00,05-Mar-24,2,Pago com sucesso,05-Mar-24
3326,11773,1,R$ 300.00,05-Feb-24,1,Pago com atraso,01-Mar-24
3332,11782,7,R$ 540.00,13-Feb-24,1,Pago com atraso,12-Mar-24
3333,11782,7,R$ 540.00,13-Mar-24,2,Pago com atraso,10-Apr-24
3334,11782,7,R$ 540.00,13-Apr-24,3,Pago com atraso,15-May-24
3335,11782,7,R$ 540.00,13-May-24,4,Pago com atraso,12-Jun-24
3336,11782,7,R$ 540.00,13-Jun-24,5,Pago com atraso,11-Jul-24
3337,11782,7,R$ 540.00,13-Jul-24,6,Pago com atraso,13-Aug-24
3338,11782,7,R$ 540.00,13-Aug-24,7,Pago com atraso,10-Sep-24
3339,11785,1,R$ 190.00,15-Mar-24,1,Pago com sucesso,11-Mar-24
3340,11787,6,R$ 200.00,30-Jan-24,1,Pago com sucesso,17-Jan-24
3341,11787,6,R$ 200.00,29-Feb-24,2,Pago com atraso,06-Mar-24
3342,11787,6,R$ 200.00,29-Mar-24,3,Pago com atraso,04-Apr-24
3343,11787,6,R$ 200.00,29-Apr-24,4,Pago com atraso,06-May-24
3344,11787,6,R$ 200.00,29-May-24,5,Pago com atraso,04-Jun-24
3345,11787,6,R$ 200.00,29-Jun-24,6,Aberta,
3346,11796,5,R$ 130.00,10-Feb-24,1,Pago com atraso,12-Mar-24
3347,11796,5,R$ 130.00,10-Mar-24,2,Pago com atraso,12-Apr-24
3348,11796,5,R$ 130.00,10-Apr-24,3,Pago com atraso,15-May-24
3349,11796,5,R$ 130.00,10-May-24,4,Pago com atraso,13-Jun-24
3350,11796,5,R$ 130.00,10-Jun-24,5,Pago com atraso,11-Jul-24
3351,11800,4,R$ 110.00,05-Feb-24,1,Pago com atraso,06-Feb-24
3352,11800,4,R$ 110.00,05-Mar-24,2,Pago com sucesso,05-Mar-24
3353,11800,4,R$ 110.00,05-Apr-24,3,Pago com atraso,08-Apr-24
3354,11800,4,R$ 110.00,05-May-24,4,Pago com atraso,07-May-24
3355,11802,6,R$ 250.00,10-Mar-24,1,Pago com atraso,11-Mar-24
3356,11802,6,R$ 250.00,10-Apr-24,2,Pago com atraso,22-Apr-24
3357,11802,6,R$ 250.00,10-May-24,3,Pago com atraso,22-May-24
3358,11802,6,R$ 250.00,10-Jun-24,4,Aberta,
3359,11802,6,R$ 250.00,10-Jul-24,5,Aberta,
3360,11802,6,R$ 250.00,10-Aug-24,6,Aberta,
3361,11803,5,R$ 375.00,15-Mar-24,1,Pago com atraso,01-Apr-24
3362,11803,5,R$ 375.00,15-Apr-24,2,Pago com atraso,14-May-24
3363,11803,5,R$ 375.00,15-May-24,3,Vencida,
3364,11803,5,R$ 375.00,15-Jun-24,4,Vencida,
3365,11803,5,R$ 375.00,15-Jul-24,5,Vencida,
3366,11806,5,R$ 216.00,07-Mar-24,1,Pago com sucesso,07-Mar-24
3367,11806,5,R$ 216.00,07-Apr-24,2,Pago com atraso,08-Apr-24
3368,11806,5,R$ 216.00,07-May-24,3,Pago com sucesso,07-May-24
3369,11806,5,R$ 216.00,07-Jun-24,4,Pago com sucesso,07-Jun-24
3370,11806,5,R$ 216.00,07-Jul-24,5,Pago com atraso,08-Jul-24
3371,11807,2,R$ 150.00,07-Mar-24,1,Pago com atraso,07-Jun-24
3372,11807,2,R$ 150.00,07-Apr-24,2,Aberta,
3373,11808,7,R$ 320.00,25-Feb-24,1,Pago com atraso,26-Feb-24
3374,11808,7,R$ 320.00,25-Mar-24,2,Pago com atraso,24-Apr-24
3375,11808,7,R$ 320.00,25-Apr-24,3,Pago com atraso,03-Jun-24
3376,11808,7,R$ 320.00,25-May-24,4,Pago com atraso,24-Jun-24
3377,11808,7,R$ 320.00,25-Jun-24,5,Pago com sucesso,25-Jun-24
3378,11808,7,R$ 320.00,25-Jul-24,6,Pago com sucesso,25-Jul-24
3379,11808,7,R$ 320.00,25-Aug-24,7,Pago com atraso,26-Aug-24
3380,11809,10,R$ 280.00,25-Mar-24,1,Pago com atraso,26-Mar-24
3381,11809,10,R$ 280.00,25-Apr-24,2,Pago com sucesso,25-Apr-24
3382,11809,10,R$ 280.00,25-May-24,3,Pago com sucesso,25-May-24
3383,11809,10,R$ 280.00,25-Jun-24,4,Pago com atraso,27-Jun-24
3384,11809,10,R$ 280.00,25-Jul-24,5,Pago com atraso,26-Jul-24
3385,11809,10,R$ 280.00,25-Aug-24,6,Pago com atraso,28-Aug-24
3386,11809,10,R$ 280.00,25-Sep-24,7,Pago com sucesso,25-Sep-24
3387,11809,10,R$ 280.00,25-Oct-24,8,Pago com sucesso,24-Oct-24
3388,11809,10,R$ 280.00,25-Nov-24,9,Pago com atraso,06-Dec-24
3389,11809,10,R$ 280.00,25-Dec-24,10,Pago com atraso,21-Feb-25
3390,11813,4,R$ 164.00,20-Mar-24,1,Pago com sucesso,20-Mar-24
3391,11813,4,R$ 164.00,20-Apr-24,2,Pago com sucesso,20-Apr-24
3392,11813,4,R$ 164.00,20-May-24,3,Pago com sucesso,20-May-24
3393,11813,4,R$ 164.00,20-Jun-24,4,Pago com sucesso,20-Jun-24
3394,11822,1,R$ 125.00,01-Apr-24,1,Pago com atraso,29-May-24
3395,11823,6,R$ 140.00,10-Apr-24,1,Pago com sucesso,06-Apr-24
3396,11823,6,R$ 140.00,10-May-24,2,Pago com sucesso,06-Apr-24
3397,11823,6,R$ 140.00,10-Jun-24,3,Pago com sucesso,06-Apr-24
3398,11823,6,R$ 140.00,10-Jul-24,4,Pago com sucesso,02-Jul-24
3399,11823,6,R$ 140.00,10-Aug-24,5,Pago com sucesso,02-Jul-24
3400,11823,6,R$ 140.00,10-Sep-24,6,Pago com atraso,01-Oct-24
3401,11825,1,R$ 10.00,02-Apr-24,1,Aberta,
3402,11826,3,R$ 133.33,05-Aug-24,1,Aberta,
3403,11826,3,R$ 133.33,05-Sep-24,2,Aberta,
3404,11826,3,R$ 133.33,05-Oct-24,3,Aberta,
3405,11829,4,R$ 250.00,22-Apr-24,1,Pago com sucesso,16-Apr-24
3406,11829,4,R$ 250.00,22-May-24,2,Pago com sucesso,10-May-24
3407,11829,4,R$ 250.00,22-Jun-24,3,Pago com sucesso,17-Jun-24
3408,11829,4,R$ 250.00,22-Jul-24,4,Aberta,
3409,11832,7,R$ 270.00,08-May-24,1,Pago com sucesso,24-Apr-24
3410,11832,7,R$ 270.00,08-Jun-24,2,Pago com sucesso,06-Jun-24
3411,11832,7,R$ 270.00,08-Jul-24,3,Aberta,
3412,11832,7,R$ 270.00,08-Aug-24,4,Aberta,
3413,11832,7,R$ 270.00,08-Sep-24,5,Aberta,
3414,11832,7,R$ 270.00,08-Oct-24,6,Aberta,
3415,11832,7,R$ 270.00,08-Nov-24,7,Aberta,
3416,11833,5,R$ 300.00,03-May-24,1,Pago com atraso,04-May-24
3417,11833,5,R$ 300.00,03-Jun-24,2,Pago com atraso,06-Jun-24
3418,11833,5,R$ 300.00,03-Jul-24,3,Aberta,
3419,11833,5,R$ 300.00,03-Aug-24,4,Aberta,
3420,11833,5,R$ 300.00,03-Sep-24,5,Aberta,
3421,11838,6,R$ 165.00,05-May-24,1,Pago com sucesso,04-May-24
3422,11838,6,R$ 165.00,05-Jun-24,2,Pago com sucesso,03-Jun-24
3423,11838,6,R$ 165.00,05-Jul-24,3,Aberta,
3424,11838,6,R$ 165.00,05-Aug-24,4,Aberta,
3425,11838,6,R$ 165.00,05-Sep-24,5,Aberta,
3426,11838,6,R$ 165.00,05-Oct-24,6,Aberta,
3427,11840,10,R$ 400.00,26-Apr-24,1,Pago com sucesso,24-Apr-24
3428,11840,10,R$ 400.00,26-May-24,2,Pago com atraso,27-May-24
3429,11840,10,R$ 400.00,26-Jun-24,3,Pago com atraso,27-Jun-24
3430,11840,10,R$ 400.00,26-Jul-24,4,Pago com sucesso,25-Jul-24
3431,11840,10,R$ 400.00,26-Aug-24,5,Pago com atraso,27-Aug-24
3432,11840,10,R$ 400.00,26-Sep-24,6,Pago com sucesso,26-Sep-24
3433,11840,10,R$ 400.00,26-Oct-24,7,Pago com sucesso,25-Oct-24
3434,11840,10,R$ 400.00,26-Nov-24,8,Pago com sucesso,26-Nov-24
3435,11840,10,R$ 400.00,26-Dec-24,9,Pago com sucesso,26-Dec-24
3436,11840,10,R$ 400.00,26-Jan-25,10,Pago com atraso,28-Jan-25
3437,11842,2,R$ 70.00,08-May-24,1,Pago com atraso,31-May-24
3438,11842,2,R$ 70.00,08-Jun-24,2,Pago com atraso,24-Jun-24
3439,11845,4,R$ 250.00,18-Apr-24,1,Pago com sucesso,13-Apr-24
3440,11845,4,R$ 250.00,18-May-24,2,Pago com sucesso,17-May-24
3441,11845,4,R$ 250.00,18-Jun-24,3,Pago com sucesso,12-Jun-24
3442,11845,4,R$ 250.00,18-Jul-24,4,Aberta,
3443,11846,4,R$ 195.00,12-May-24,1,Aberta,
3444,11846,4,R$ 195.00,12-Jun-24,2,Aberta,
3445,11846,4,R$ 195.00,12-Jul-24,3,Aberta,
3446,11846,4,R$ 195.00,12-Aug-24,4,Aberta,
3447,11850,6,R$ 165.00,10-May-24,1,Pago com sucesso,30-Apr-24
3448,11850,6,R$ 165.00,10-Jun-24,2,Pago com sucesso,01-Jun-24
3449,11850,6,R$ 165.00,10-Jul-24,3,Aberta,
3450,11850,6,R$ 165.00,10-Aug-24,4,Aberta,
3451,11850,6,R$ 165.00,10-Sep-24,5,Aberta,
3452,11850,6,R$ 165.00,10-Oct-24,6,Aberta,
3459,11853,8,R$ 312.50,10-May-24,1,Pago com sucesso,10-May-24
3460,11853,8,R$ 312.50,10-Jun-24,2,Pago com sucesso,04-Jun-24
3461,11853,8,R$ 312.50,10-Jul-24,3,Pago com sucesso,10-Jul-24
3462,11853,8,R$ 312.50,10-Aug-24,4,Pago com sucesso,10-Aug-24
3463,11853,8,R$ 312.50,10-Sep-24,5,Pago com sucesso,10-Sep-24
3464,11853,8,R$ 312.50,10-Oct-24,6,Pago com sucesso,10-Oct-24
3465,11853,8,R$ 312.50,10-Nov-24,7,Pago com atraso,11-Nov-24
