recFinanceiro,recAtendimento,recParcelas,recDesconto,recJuros
4703,11422,1,"380,00",0
4704,11423,10,"180,00",0
4705,11425,2,"590,00",0
4706,11386,1,0,0
4707,11428,7,"10,00",0
4708,11429,10,"122,00",0
4709,11430,6,"200,00",0
4710,11431,8,"80,00",0
4720,10907,1,0,0
4721,10907,1,0,0
4722,11357,1,0,0
4723,11338,1,0,0
4726,11401,1,0,0
4727,11269,1,0,0
4728,11269,1,0,0
4729,11405,1,0,0
4730,11424,1,0,0
4731,11403,1,0,0
4732,11416,1,0,0
4733,11340,1,0,0
4735,11402,1,0,0
4736,11412,1,0,0
4737,11377,1,0,0
4738,11399,1,0,0
4739,11432,7,"420,00",0
4740,11433,1,"210,00",0
4741,11434,6,"50,00",0
4742,11435,1,0,0
4743,11436,5,"590,00",0
4744,11437,3,"40,00",0
4745,11414,1,0,0
4746,11438,1,0,0
4755,11409,1,0,0
4756,11439,1,0,0
4757,11440,1,"130,00",0
4758,11441,1,"170,00",0
4759,11442,1,"176,00",0
4760,11222,1,0,0
4761,11298,1,0,0
4762,11400,1,0,0
4772,11444,1,0,0
4773,11445,1,0,0
4774,11446,1,0,0
4775,11365,1,0,0
4776,11447,1,0,0
4777,11448,1,0,0
4778,11449,1,0,0
4779,11373,1,0,0
4780,11427,1,0,0
4781,11427,1,0,0
4782,11427,1,0,0
4783,11319,1,0,0
4784,11401,1,0,0
4785,11426,1,0,0
4786,11405,1,0,0
4787,11402,1,0,0
4788,11377,1,0,0
4789,11416,1,0,0
4790,11438,1,0,0
4791,11399,1,0,0
4792,11263,1,0,0
4793,11409,1,0,0
4794,10630,1,0,0
4795,11266,1,0,0
4796,11266,1,0,0
4797,11424,1,0,0
4798,11217,1,0,0
4799,11229,1,0,0
4800,11450,10,"920,00",0
4801,11451,1,0,0
4802,11452,6,"1250,00",0
4803,11414,1,0,0
4804,11400,1,0,0
4805,11453,1,0,"2,50"
4806,11365,1,0,0
4807,11392,1,0,0
4808,11448,1,0,0
4815,11455,4,"120,00",0
4816,11458,2,"650,00",0
4817,11459,1,0,0
4818,11456,1,0,0
4819,11384,1,0,0
4820,11384,1,0,0
4821,11401,1,0,0
4822,11460,5,"150,00",0
4823,11461,1,0,0
4824,11462,1,0,0
4825,11463,2,0,0
4826,11405,1,0,0
4827,11403,1,0,0
4828,11439,1,0,0
4829,11377,1,0,0
4830,11290,1,0,0
4831,11438,1,0,0
4832,11416,1,0,0
4836,11456,1,0,0
4857,11365,1,0,0
4858,11399,1,0,0
4859,11346,1,0,0
4860,11453,1,0,0
4861,11409,1,0,0
4862,11400,1,0,0
4863,11373,1,0,0
4866,11464,1,0,0
4867,11465,1,0,0
4868,11467,4,"300,00",0
4869,11468,3,"370,00",0
4870,11469,8,"76,00",0
4871,11461,1,0,0
4872,11471,1,"130,00",0
4873,11472,10,"140,00",0
4874,11229,1,0,0
4875,11229,1,0,0
4876,11229,1,0,0
4877,11229,1,0,0
4878,11397,1,0,0
4879,11397,1,0,0
4880,11473,1,"430,00",0
4881,11474,6,"40,00",0
4882,11475,1,"50,00",0
4883,11476,5,"230,00",0
4884,11477,6,"120,00",0
4885,11426,1,0,0
4886,11479,3,"80,00",0
4887,11480,3,"150,00",0
4888,11481,5,"250,00",0
4889,11482,6,"340,00",0
4890,11483,1,"150,00",0
4891,11454,1,0,0
4892,11470,1,0,0
4893,11486,6,"280,00",0
4894,11488,1,0,0
4914,11401,1,0,0
4915,11416,1,0,0
4916,11438,1,0,0
4917,11377,1,0,0
4918,11414,1,0,0
4919,11338,1,0,0
4920,11338,1,0,0
4921,11412,1,0,0
4922,11412,1,0,0
4923,11456,1,0,0
4924,11405,1,0,0
4925,11465,1,0,0
4926,11478,1,0,0
4927,11489,6,"200,00",0
4928,11490,5,"1320,00",0
4929,11492,5,"70,00",0
4930,11493,1,"20,00",0
4931,11496,1,0,0
4932,11494,8,"780,00",0
4933,11453,1,0,0
4934,11498,8,"310,00",0
4935,11499,1,"200,01",0
4936,11500,1,"152,00",0
4937,11491,1,0,0
4938,11491,1,0,0
4939,11424,1,0,0
4940,11409,1,0,0
4941,11403,1,0,0
4942,11501,1,"20,00",0
4943,11502,1,0,0
4957,11298,1,0,0
4958,11448,1,0,0
4959,11448,1,0,0
4960,11448,1,0,0
4961,11505,8,"920,00",0
4967,11365,1,0,0
4968,11484,1,"230,00",0
4969,11507,1,0,0
4970,11508,1,"260,00",0
4972,11510,1,0,0
4977,11485,6,"260,00",0
4978,11466,1,0,0
4980,11459,1,0,0
4981,11459,1,0,0
4982,11338,1,0,0
4983,11338,1,0,0
4984,11338,1,0,0
4985,11373,1,0,0
4986,11478,1,0,0
4987,11511,4,"100,00",0
4988,11514,1,0,0
4990,11454,1,0,0
4991,11470,1,0,0
4992,11457,1,0,0
4993,11457,1,0,0
4998,11496,1,0,0
4999,11456,1,0,0
5000,11438,1,0,0
5001,11416,1,0,0
5002,11424,1,0,0
5006,11453,1,0,0
5007,11516,10,"300,00",0
5008,11517,10,"700,00",0
5009,11409,1,0,0
5010,11465,1,0,0
5011,11518,1,"190,00",0
5012,11521,10,0,0
5013,11522,1,0,0
5020,11491,1,0,0
5021,11515,1,"80,00",0
5022,11523,1,0,0
5026,11519,1,0,0
5028,11263,1,0,0
5029,11426,1,0,0
5030,11520,10,"180,00",0
5031,11519,1,0,0
5032,11405,1,0,0
5033,11214,1,0,0
5034,11454,1,0,0
5035,11470,1,0,0
5036,11438,1,0,0
5037,11377,1,0,0
5038,11397,1,0,0
5039,11397,1,0,0
5040,11397,1,0,0
5041,11407,1,0,0
5042,11407,1,0,0
5043,10984,1,0,0
5044,10984,1,0,0
5045,10984,1,0,0
5046,10984,1,0,0
5047,11456,1,0,0
5048,11496,1,0,0
5049,11465,1,0,0
5050,11459,1,0,0
5051,11525,1,"1249,99",0
5054,11526,1,0,0
5055,11527,5,"60,00",0
5056,11528,1,0,0
5057,11409,1,0,0
5058,11478,1,0,0
5059,11453,1,0,0
5060,11529,1,"115,00",0
5061,11524,1,0,0
5062,11531,5,"180,00",0
5063,11532,3,0,0
5064,11533,7,"100,00",0
5065,11534,1,0,0
5066,11535,1,"0,00",0
5067,11536,1,0,0
5085,11491,1,0,0
5086,11298,1,0,0
5087,11403,1,0,0
5088,11365,1,0,0
5089,11167,1,0,0
5090,11519,1,0,0
5091,11537,1,"370,00",0
5092,11538,1,"50,00",0
5093,11470,1,0,0
5094,11454,1,0,0
5095,11534,1,0,0
5096,11399,1,0,0
5097,11405,1,0,0
5098,11524,1,0,0
5099,11456,1,0,0
5100,11496,1,0,0
5101,11540,2,"190,00",0
5102,11541,1,"100,00",0
5103,11542,8,"170,00",0
5104,11424,1,0,0
5105,11543,5,"450,00",0
5106,11544,1,0,0
5107,11453,1,0,0
5108,11539,1,0,0
5109,10851,1,0,0
5110,11409,1,0,0
5111,11465,1,0,0
5115,11539,1,0,0
5116,11545,1,"200,00",0
5117,11546,1,"2262,00",0
5118,11547,1,"665,01",0
5119,11548,1,"839,00",0
5120,11549,1,"839,00",0
5121,11550,5,"305,00",0
5122,11551,1,"100,00",0
5123,11552,4,"200,00",0
5124,11544,1,0,0
5125,11407,1,0,0
5126,11407,1,0,0
5127,11407,1,0,0
5128,11407,1,0,0
5129,11519,1,0,0
5130,11553,7,"226,00",0
5131,11554,1,0,0
5132,11555,1,"30,00",0
5151,11470,1,0,0
5152,11454,1,0,0
5153,11496,1,0,0
5154,11453,1,0,0
5155,11453,1,0,0
5156,11556,3,0,0
5157,11465,1,0,0
5158,11478,1,0,0
5159,11534,1,0,0
5160,11539,1,0,0
5161,11557,6,"376,00",0
5162,11407,1,0,0
5163,11407,1,0,0
5164,11407,1,0,0
5165,11407,1,0,0
5166,11443,1,0,0
5167,11443,1,0,0
5168,11443,1,0,0
5169,11443,1,0,0
5170,11443,1,0,0
5171,11558,4,"50,00",0
5172,11495,1,0,0
5173,11495,1,0,0
5174,11495,1,0,0
5175,11504,1,0,0
5176,10970,1,0,0
5177,11524,1,0,0
5178,11426,1,0,0
5179,11554,1,0,0
5180,11519,1,0,0
5181,11470,1,0,0
5182,11454,1,0,0
5183,11496,1,0,0
5184,11544,1,0,0
5185,11534,1,0,0
5186,11559,1,"50,00",0
5187,11560,1,"310,00",0
5189,11562,6,"190,00",0
5190,11563,2,"400,00",0
5191,11564,5,"100,00",0
5192,11565,1,0,0
5193,11566,4,0,0
5194,11567,10,"340,00",0
5196,11569,1,0,0
5197,11569,1,0,0
5198,11570,1,0,0
5199,11570,1,0,0
5200,11571,5,"110,00",0
5201,11539,1,0,0
5202,11487,1,0,0
5203,11487,1,0,0
5204,11487,1,0,0
5205,11487,1,0,0
5206,11487,1,0,0
5207,11497,1,0,0
5208,11497,1,0,0
5209,11497,1,0,0
5210,11497,1,0,0
5211,11497,1,0,0
5212,11572,1,0,0
5213,11573,1,"90,00",0
5214,11574,1,0,0
5215,11575,5,"854,00",0
5216,11426,1,0,0
5217,11576,5,"50,00",0
5218,11577,5,"10,00",0
5219,11578,1,0,0
5220,11580,1,0,0
5238,11581,1,0,0
5239,11454,1,0,0
5240,11582,1,0,0
5241,11582,1,0,0
5242,11583,3,"65,00",0
5243,11584,2,"230,00",0
5244,11574,1,0,0
5245,11585,1,"340,00",0
5246,11586,1,0,0
5247,11587,6,0,0
5248,11588,4,"50,00",0
5249,11565,1,0,0
5250,11589,1,0,0
5251,11590,1,"200,00",0
5252,11591,5,"150,00",0
5253,11592,5,"500,00",0
5254,11593,1,"200,00",0
5255,11594,1,0,0
5256,11595,3,0,0
5257,11596,1,"250,00",0
5275,11598,1,"45,00",0
5276,11580,1,0,0
5279,11599,6,"400,00",0
5280,11600,4,"120,00",0
5281,11601,1,0,0
5282,11524,1,0,0
5283,11603,1,0,0
5284,11604,1,0,0
5285,11607,5,"250,00",0
5286,11609,1,0,0
5287,11610,1,0,0
5288,11612,1,0,0
5289,11613,8,"690,00",0
5290,11614,1,0,0
5291,11589,1,0,0
5292,11603,1,0,0
5293,11603,1,0,0
5294,11594,1,0,0
5295,11578,1,0,0
5296,11569,1,0,0
5297,11570,1,0,0
5298,11503,1,0,0
5299,11503,1,0,0
5300,11503,1,0,0
5301,11574,1,0,0
5302,11539,1,0,0
5303,11601,1,0,0
5304,11586,1,0,0
5305,11534,1,0,0
5306,11608,1,0,0
5307,11606,1,0,0
5308,11414,1,0,0
5309,11399,1,0,0
5310,11565,1,0,0
5326,11609,1,0,0
5336,11611,10,"700,00",0
5337,11263,1,0,0
5338,11478,1,0,0
5339,11615,4,"130,00",0
5340,11602,1,0,0
5341,11602,1,0,0
5342,11616,1,"320,00",0
5343,11612,1,0,"10,00"
5344,11617,3,0,0
5345,11618,2,0,0
5346,11619,2,"150,00",0
5347,11620,1,0,0
5348,11621,5,"190,00",0
5349,11622,1,0,0
5350,11623,1,0,0
5351,11624,6,"450,00",0
5352,11578,1,0,0
5353,11594,1,0,0
5354,11574,1,0,0
5355,11620,1,0,0
5356,11622,1,0,0
5357,11625,1,0,0
5358,11626,1,0,0
5359,11503,1,0,0
5360,11503,1,0,0
5361,11506,1,0,0
5362,11597,1,0,0
5363,11601,1,0,0
5364,11601,1,0,0
5365,11582,1,0,0
5366,11586,1,0,0
5367,11350,1,0,0
5368,11580,1,0,0
5369,11580,1,0,0
5370,11627,1,"70,00",0
5371,11628,1,0,0
5372,11629,6,"150,00",0
5373,11630,1,0,0
5391,11539,1,0,0
5392,11631,1,"150,00",0
5393,11565,1,0,0
5394,11426,1,0,0
5395,11605,1,0,0
5396,11632,5,"190,00",0
5397,11626,1,0,0
5398,11633,1,"200,00",0
5399,11635,1,0,0
5400,11636,1,0,0
5401,11637,1,0,0
5402,11638,1,0,0
5403,11609,1,0,0
5404,11639,6,"180,00",0
5405,11640,1,0,0
5406,11641,1,"350,00",0
5407,11602,1,0,0
5408,11642,5,"250,00",0
5409,11643,5,"270,00",0
5410,11589,1,0,0
5411,11645,6,"550,00",0
5412,11646,1,0,0
5413,11570,1,0,0
5414,11570,1,0,0
5415,11502,1,0,0
5416,11578,1,0,0
5417,11594,1,0,0
5418,11647,3,"320,00",0
5419,11648,5,"300,00",0
5420,11649,1,0,0
5421,11622,1,0,0
5422,11650,1,"180,00",0
5423,11630,1,0,0
5424,11623,1,0,0
5425,11634,3,"480,00",0
5426,11459,1,0,"15,00"
5427,11652,1,0,0
5428,11653,1,0,0
5430,11654,1,"50,00",0
5431,11655,7,"260,00",0
5432,11597,1,0,0
5433,11656,1,0,0
5434,11586,1,0,0
5435,11657,1,0,0
5436,11651,1,0,0
5437,11637,1,0,0
5438,11582,1,0,0
5439,11606,1,0,0
5440,11506,1,0,0
5441,11506,1,0,0
5442,11506,1,0,0
5443,11580,1,0,0
5444,11605,1,0,0
5445,11620,1,0,0
5446,11608,1,0,0
5447,11608,1,0,0
5448,11565,1,0,0
5449,11574,1,0,0
5463,11609,1,0,0
5464,11602,1,0,0
5465,11658,1,0,0
5466,11659,1,0,0
5467,11653,1,0,0
5468,11660,1,"450,00",0
5469,11662,1,0,0
5470,11663,2,"150,01",0
5471,11661,2,"10,00",0
5472,11664,1,"150,00",0
5473,11665,1,0,0
5474,11666,1,0,0
5475,11544,1,0,0
5476,11589,1,0,0
5477,11657,1,0,0
5478,11263,1,0,0
5479,11622,1,0,0
5480,11594,1,0,0
5481,11667,1,0,0
5482,11668,1,"335,00",0
5483,11671,1,"200,00",0
5484,11672,1,"200,00",0
5485,11674,1,"130,00",0
5486,11675,6,"90,00",0
5487,11676,1,"272,00",0
5488,11677,10,"1248,00",0
5489,11666,1,0,0
5490,11666,1,0,0
5502,11578,1,0,0
5503,11649,1,0,0
5504,11530,1,0,0
5505,11630,1,0,0
5506,11623,1,0,0
5507,11608,1,0,0
5508,11620,1,0,0
5509,11495,1,0,0
5510,11504,1,0,0
5511,11554,1,0,0
5512,11478,1,0,0
5513,11656,1,0,0
5514,11586,1,0,0
5515,11640,1,0,0
5516,11502,1,0,0
5517,11597,1,0,0
5520,11670,1,0,0
5521,11673,1,0,0
5522,11574,1,0,0
5523,11569,1,0,0
5524,11569,1,0,0
5525,11569,1,0,0
5526,11570,1,0,0
5527,11659,1,0,0
5528,11669,1,0,0
5529,11609,1,0,0
5530,11602,1,0,0
5531,11679,1,0,0
5532,11679,1,0,0
5533,11685,1,0,0
5534,11653,1,0,0
5535,11604,1,0,0
5536,11604,1,0,0
5537,11604,1,0,0
5538,11578,1,0,0
5539,11622,1,0,0
5540,11665,1,0,0
5541,11594,1,0,0
5542,11644,1,0,0
5543,11657,1,0,0
5544,11506,1,0,0
5545,11509,1,0,0
5546,11509,1,0,0
5547,11605,1,0,0
5548,11679,1,0,0
5549,11628,1,0,0
5550,11628,1,0,0
5551,11673,1,0,0
5552,11649,1,0,0
5553,11574,1,0,0
5554,11662,1,0,0
5555,11662,1,0,0
5556,11620,1,0,0
5557,11670,1,0,0
5558,11606,1,0,0
5559,11608,1,0,0
5560,11637,1,0,0
5561,11651,1,0,0
5562,11623,1,0,0
5563,11678,1,"150,00",0
5564,11681,1,"250,00",0
5565,11682,4,"370,00",0
5566,11683,1,"20,00",0
5567,11684,4,"100,00",0
5568,11686,2,"10,00",0
5569,11687,1,"250,00",0
5570,11689,1,"350,00",0
5571,11691,1,"20,00",0
5572,11656,1,0,0
5573,11609,1,0,0
5574,11602,1,0,0
5575,11688,1,0,0
5576,11640,1,0,0
5577,11622,1,0,0
5578,11622,1,0,0
5579,11622,1,0,0
5580,11622,1,0,0
5581,11669,1,0,0
5594,11694,10,"200,00",0
5596,11696,3,"280,00",0
5597,11697,8,"310,00",0
5598,11698,1,0,0
5599,11699,5,"310,00",0
5600,11700,1,0,0
5601,11701,1,"840,00",0
5602,11702,1,"260,00",0
5603,11703,1,"40,00",0
5604,11544,1,0,0
5605,11589,1,0,0
5606,11662,1,0,0
5607,11570,1,0,0
5608,11569,1,0,0
5609,11704,10,"64,00",0
5610,11705,2,"130,00",0
5611,11706,6,"150,00",0
5612,11707,1,"100,00",0
5613,11708,1,"150,00",0
5614,11709,1,"170,00",0
5615,11710,4,"160,00",0
5616,11711,1,0,0
5617,11657,1,0,0
5618,11712,3,"60,00",0
5619,11713,10,"250,00",0
5620,11714,6,"600,00",0
5621,11692,1,"850,00",0
5622,11716,6,"160,00",0
5623,11717,1,0,0
5624,11685,1,0,0
5625,11698,1,0,0
5626,11606,1,0,0
5627,11653,1,0,0
5628,11659,1,0,0
5629,11659,1,0,0
5630,11630,1,0,0
5631,11623,1,0,0
5632,11578,1,0,0
5633,11574,1,0,0
5634,11509,1,0,0
5635,11509,1,0,0
5636,11509,1,0,0
5637,11602,1,0,0
5638,11688,1,0,0
5639,11544,1,0,0
5640,11589,1,0,0
5641,11644,1,0,0
5642,11673,1,0,0
5643,11649,1,0,0
5644,11656,1,0,0
5645,11608,1,0,0
5646,11670,1,0,0
5647,11651,1,0,0
5648,11637,1,0,0
5649,11620,1,0,0
5650,11669,1,0,0
5651,11715,1,0,0
5652,11222,1,0,0
5653,11222,1,0,0
5654,11569,1,0,0
5655,11570,1,0,0
5656,11657,1,0,0
5657,11578,1,0,0
5658,11718,1,0,0
5659,11665,1,0,0
5660,11665,1,0,0
5661,11665,1,0,0
5662,11685,1,0,0
5663,11718,1,0,0
5664,11513,1,0,0
5665,11513,1,0,0
5666,11513,1,0,0
5667,11711,1,0,0
5668,11698,1,0,0
5669,11597,1,0,0
5670,11670,1,0,0
5671,11719,1,0,0
5672,11719,1,0,0
5673,11605,1,0,0
5674,11653,1,0,0
5675,11659,1,0,0
5676,11722,1,0,0
5677,11723,1,0,0
5678,11724,1,0,0
5679,11725,1,0,0
5680,11725,1,0,0
5681,11726,1,0,0
5682,11727,1,"160,00",0
5683,11729,1,0,0
5684,11730,6,"460,00",0
5685,11656,1,0,0
5686,11688,1,0,0
5687,11700,1,0,0
5688,11700,1,0,0
5689,11637,1,0,0
5690,11651,1,0,0
5691,11662,1,0,0
5692,11732,1,0,0
5693,11502,1,0,0
5694,11715,1,0,0
5695,11657,1,0,0
5696,11711,1,0,0
5697,11723,1,0,0
5698,11731,1,0,0
5699,11685,1,0,0
5700,11680,1,0,0
5701,11680,1,0,0
5702,11693,1,0,0
5703,11698,1,0,0
5704,11725,1,0,0
5705,11717,1,0,0
5706,11717,1,0,0
5707,11640,1,0,0
5708,11733,1,0,0
5709,11733,1,0,0
5710,11623,1,0,0
5711,11597,1,0,0
5712,11722,1,0,0
5713,11718,1,0,0
5714,11673,1,0,0
5715,11673,1,0,0
5716,11720,1,0,0
5717,11670,1,0,0
5718,11721,1,0,0
5719,11721,1,0,0
5720,11719,1,0,0
5721,11688,1,0,0
5722,11700,1,0,0
5723,11685,1,0,0
5724,11715,1,0,0
5725,11732,1,0,0
5726,11734,1,0,0
5727,11734,1,0,0
5728,11735,1,0,0
5729,11736,1,"220,00",0
5730,11731,1,0,0
5731,11644,1,0,0
5732,11737,1,0,0
5733,11737,1,0,0
5734,11723,1,0,0
5735,11637,1,0,0
5736,11651,1,0,0
5737,11718,1,0,0
5738,11734,1,0,0
5739,11722,1,0,0
5740,11733,1,0,0
5741,11597,1,0,0
5742,11737,1,0,0
5743,11737,1,0,0
5744,11711,1,0,0
5745,11719,1,0,0
5746,11637,1,0,0
5747,11651,1,0,0
5748,11725,1,0,0
5749,11513,1,0,0
5750,11513,1,0,0
5751,11657,1,0,0
5752,11735,1,0,0
5753,11738,1,"300,00",0
5754,11739,8,"220,00",0
5755,11740,1,"230,00",0
5756,11741,1,"210,00",0
5757,11742,1,"290,00",0
5758,11721,1,0,0
5759,11743,1,"220,00",0
5760,11744,1,"150,00",0
5761,11662,1,0,0
5762,11745,1,0,0
5763,11746,1,0,0
5764,11747,1,"190,00",0
5766,11748,6,"10,00",0
5767,11750,7,"550,02",0
5768,11751,1,"150,00",0
5769,11752,1,"500,00",0
5770,11753,1,"1250,00",0
5771,11754,1,"160,00",0
5772,11755,6,"100,00",0
5773,11756,1,"0,01",0
5774,11673,1,0,0
5775,11688,1,0,0
5776,11732,1,0,0
5777,11711,1,0,0
5778,11723,1,0,0
5779,11758,4,"360,00",0
5780,11728,1,0,0
5781,11728,1,0,0
5782,11728,1,0,0
5783,11662,1,0,0
5784,11565,1,0,0
5785,11649,1,0,0
5786,11435,1,0,0
5787,11435,1,0,0
5788,11435,1,0,0
5789,11640,1,0,0
5790,11731,1,0,0
5791,11715,1,0,0
5792,11759,1,"100,00",0
5793,11698,1,0,0
5794,11760,1,0,0
5795,11761,1,0,0
5796,11762,1,0,0
5797,11763,1,0,0
5798,11733,1,0,0
5799,11757,1,"700,00",0
5800,11725,1,0,0
5801,11693,1,0,0
5802,11651,1,0,0
5803,11637,1,0,0
5804,11764,1,"360,00",0
5805,11765,1,0,0
5806,11765,1,0,0
5807,11766,1,"350,00",0
5808,11719,1,0,0
5809,11745,1,0,0
5810,11745,1,0,0
5811,11721,1,0,0
5812,11729,1,0,0
5813,11765,1,0,0
5814,11688,1,0,0
5815,11768,1,0,0
5816,11770,6,"250,00",0
5817,11765,1,0,0
5818,11772,1,0,0
5819,11773,1,0,0
5820,11774,1,"100,00",0
5821,11723,1,0,0
5822,11731,1,0,0
5823,11711,1,0,0
5824,11749,1,0,0
5825,11512,1,0,0
5826,11512,1,0,0
5827,11512,1,0,0
5828,11512,1,0,0
5829,11512,1,0,0
5830,11579,1,0,0
5831,11775,1,0,0
5832,11722,1,0,0
5833,11763,1,0,0
5834,11732,1,0,0
5835,11776,1,0,0
5836,11777,1,0,0
5838,11779,1,0,0
5839,11780,8,"60,00",0
5840,11781,8,"300,00",0
5841,11782,1,0,0
5842,11783,1,0,0
5843,11784,10,"1470,00",0
5844,11733,1,0,0
5845,11698,1,0,0
5846,11765,1,0,0
5847,11735,1,0,0
5848,11735,1,0,0
5849,11659,1,0,0
5850,11719,1,0,0
5851,11765,1,0,0
5852,11768,1,0,0
5853,11688,1,0,0
5854,11785,1,0,0
5855,11786,1,"20,00",0
5856,11788,3,0,0
5857,11789,1,0,0
5858,11790,1,0,0
5859,11791,1,0,0
5860,11792,8,"200,00",0
5861,11793,8,"540,00",0
5862,11794,1,"130,00",0
5863,11795,5,"590,00",0
5864,11732,1,0,0
5865,11723,1,0,0
5866,11749,1,0,0
5867,11773,1,0,0
5868,11797,1,"150,00",0
5869,11798,1,"250,00",0
5870,11799,1,0,0
5871,11800,1,0,0
5872,11800,1,0,0
5873,11801,2,"170,00",0
5874,11802,1,0,0
5875,11731,1,0,0
5876,11800,1,0,0
5877,11787,1,0,0
5878,11787,1,0,0
5879,11644,1,0,0
5880,11735,1,0,0
5881,11803,1,0,0
5882,11733,1,0,0
5883,11802,1,0,0
5884,11768,1,0,0
5885,11782,1,0,0
5886,11720,1,0,0
5887,11720,1,0,0
5888,11720,1,0,0
5889,11767,1,0,0
5890,11767,1,0,0
5891,11804,7,"100,00",0
5892,11805,7,"20,00",0
5893,11810,1,"180,00",0
5894,11811,6,"210,00",0
5895,11812,5,"280,00",0
5896,11814,4,"350,00",0
5897,11815,7,"835,00",0
5898,11816,1,"250,00",0
5899,11817,1,"290,00",0
5900,11818,1,"220,00",0
5901,11819,1,0,0
5902,11813,1,0,0
5903,11721,1,0,0
5904,11820,10,0,0
5905,11785,1,0,0
5906,11821,6,"208,00",0
5907,11823,1,0,0
5908,11824,1,0,0
5909,11688,1,0,0
5910,11825,1,0,0
5911,11827,10,"250,00",0
5912,11828,4,"800,00",0
5948,11749,1,0,0
5949,11809,1,0,0
5950,11723,1,0,0
5955,11829,1,0,0
5956,11803,1,0,0
5980,11771,1,0,0
5981,11787,1,0,0
5982,11644,1,0,0
6003,11800,1,0,0
6004,11823,1,0,0
6005,11823,1,0,0
6006,11823,1,0,0
6007,11695,1,0,0
6008,11695,1,0,0
6009,11782,1,0,0
6010,11769,1,0,0
6011,11769,1,0,0
6012,11495,1,0,0
6013,11796,1,0,0
6014,11796,1,0,0
6015,11830,1,"360,00",0
6016,11831,1,"250,00",0
6017,11829,1,0,0
6018,11722,1,0,0
6019,11722,1,0,0
6020,11813,1,0,0
6021,11802,1,0,0
6022,11832,1,0,0
6023,11808,1,0,0
6024,11808,1,0,0
6025,11832,1,0,0
6026,11809,1,0,0
6027,11765,1,0,0
6028,11834,4,"230,00",0
6029,11835,2,"376,00",0
6030,11836,10,"890,00",0
6031,11837,1,"100,00",0
6032,11715,1,0,0
6033,11833,1,0,0
6034,11838,1,0,0
6035,11787,1,0,0
6036,11723,1,0,0
6037,11800,1,0,0
6038,11829,1,0,0
6039,11839,10,"580,00",0
6040,11763,1,0,0
6041,11763,1,0,0
6042,11803,1,0,0
6043,11769,1,0,0
6044,11796,1,0,0
6045,11782,1,0,0
6046,11840,1,0,0
6047,11841,1,"0,02",0
6048,11842,1,0,0
6049,11843,10,"470,00",0
6050,11813,1,0,0
6051,11844,1,0,0
6052,11847,6,"420,00",0
6053,11848,1,"100,00",0
6054,11849,1,0,0
6055,11851,1,0,0
6056,11852,1,"100,00",0
6057,11854,1,0,0
6058,11840,1,0,0
6059,11802,1,0,0
6060,11855,1,"260,00",0
6061,11856,1,"350,00",0
6062,11857,1,"60,00",0
6070,11690,1,0,0
6071,11690,1,0,0
6072,11690,1,0,0
6073,11690,1,0,0
6074,11809,1,0,0
6075,11860,1,"90,00",0
6076,11840,1,0,0
6077,11723,1,0,0
6078,11737,1,0,0
6079,11737,1,0,0
6080,11737,1,0,0
6081,11737,1,0,0
6082,11863,1,0,0
6083,11864,10,"50,00",0
6084,11842,1,0,0
6085,11865,1,"170,00",0
6086,11868,2,"272,00",0
6087,11869,5,"200,00",0
6088,11721,1,0,0
6089,11808,1,0,"20,00"
6090,11838,1,0,0
6091,11502,1,0,0
6092,11787,1,0,0
6093,11853,1,0,0
6094,11853,1,0,0
6095,11862,1,0,0
6096,11870,6,"320,00",0
6108,11833,1,0,0
6109,11832,1,0,0
6122,11807,1,0,0
6123,11871,1,0,0
6124,11822,1,0,0
6125,11850,1,0,0
6126,11850,1,0,0
6127,11782,1,0,0
6128,11845,1,0,0
6129,11845,1,0,0
6130,11845,1,0,0
6172,11796,1,0,0
6173,11859,1,0,0
6174,11720,1,0,0
6200,11829,1,0,0
6201,11866,1,0,0
6202,11874,6,"280,00",0
6203,11875,1,"200,00",0
6204,11877,1,0,0
6205,11813,1,0,0
6206,11858,1,0,0
6207,11863,1,0,0
6208,11878,5,0,0
6209,11872,1,0,0
6220,11808,1,0,0
6221,11842,1,0,0
6222,11880,1,0,0
6223,11880,1,0,0
6224,11880,1,0,0
6225,11881,1,"30,00",0
6226,11882,1,"400,00",0
6227,11883,1,0,0
6228,11884,1,"1429,00",0
6229,11885,1,0,0
6230,11886,1,"340,00",0
6231,11887,1,"2711,00",0
6232,11890,1,"1419,00",0
6233,11891,1,0,0
6234,11892,8,"300,00",0
6235,11893,6,"70,00",0
6236,11894,3,"200,00",0
6237,11895,1,"760,00",0
6238,11896,1,0,0
6239,11897,1,"190,00",0
6240,11898,1,"260,00",0
6241,11899,1,"350,00",0
6242,11901,1,"160,00",0
6243,11902,1,0,0
6244,11903,1,0,0
6245,11904,1,0,0
6246,11906,1,"1179,00",0
6247,11907,4,"180,00",0
6248,11908,1,"720,00",0
6249,11909,1,"700,00",0
6250,11910,6,"20,00",0
6251,11912,6,"230,00",0
6252,11913,1,0,0
6253,11915,1,0,0
6254,11916,1,"70,00",0
6255,11917,1,"290,00",0
6256,11918,1,0,0
6257,11920,6,"40,00",0
6258,11921,1,0,0
6259,11922,1,"150,00",0
6260,11923,2,"120,00",0
6261,11925,1,0,0
6262,11926,6,"1650,00",0
6263,11927,3,"250,00",0
6264,11928,3,"240,00",0
6265,11929,2,"260,00",0
6266,11930,5,"140,00",0
