desFinanceiro,desStatus,desDataPagamento
3811,PAGA,19-Feb-21
3812,PAGA,10-Feb-21
3848,PAGA,20-Feb-21
3849,PAGA,22-Feb-21
3850,PAGA,22-Feb-21
3851,PAGA,22-Feb-21
3852,PAGA,22-Feb-21
3853,PAGA,25-Feb-21
3854,PAGA,25-Feb-21
3855,PAGA,25-Feb-21
3856,PAGA,26-Feb-21
3857,PAGA,26-Feb-21
3864,PAGA,01-Mar-21
3865,PAGA,01-Mar-21
3866,PAGA,05-Mar-21
3867,PAGA,08-Mar-21
3868,PAGA,09-Mar-21
3869,PAGA,10-Mar-21
3870,PAGA,10-Mar-21
3871,PAGA,10-Mar-21
3872,PAGA,12-Mar-21
3873,PAGA,15-Mar-21
3874,PAGA,19-Mar-21
3877,PAGA,22-Mar-21
3878,PAGA,22-Mar-21
3879,PAGA,22-Mar-21
3880,PAGA,22-Mar-21
3883,PAGA,23-Mar-21
3891,PAGA,26-Mar-21
3892,PAGA,25-Mar-21
3893,PAGA,25-Mar-21
3894,PAGA,29-Mar-21
3895,PAGA,29-Mar-21
3896,PAGA,29-Mar-21
3899,PAGA,10-Mar-21
3900,PAGA,31-Mar-21
3917,PAGA,05-Apr-21
3918,PAGA,31-Mar-21
3941,PAGA,09-Apr-21
3942,PAGA,12-Apr-21
3943,PAGA,12-Apr-21
3944,PAGA,12-Apr-21
3945,PAGA,13-Apr-21
3946,PAGA,14-Apr-21
3947,PAGA,15-Apr-21
3948,PAGA,19-Apr-21
3949,PAGA,20-Apr-21
3950,PAGA,20-Apr-21
3951,PAGA,20-Apr-21
3952,PAGA,20-Apr-21
3953,PAGA,23-Apr-21
3957,PAGA,26-Apr-21
3958,PAGA,26-Apr-21
3959,PAGA,26-Apr-21
3960,PAGA,27-Apr-21
3964,PAGA,29-Apr-21
3998,PAGA,30-Apr-21
4002,PAGA,10-May-21
4003,PAGA,10-May-21
4004,PAGA,11-May-21
4005,PAGA,12-May-21
4006,PAGA,14-May-21
4007,PAGA,17-May-21
4008,PAGA,17-May-21
4009,PAGA,20-May-21
4010,PAGA,20-May-21
4011,PAGA,20-May-21
4012,PAGA,24-May-21
4013,PAGA,25-May-21
4014,PAGA,25-May-21
4015,PAGA,28-May-21
4016,PAGA,28-May-21
4017,PAGA,28-May-21
4019,PAGA,31-May-21
4020,PAGA,11-May-21
4049,PAGA,31-May-21
4082,PAGA,01-Jun-21
4083,PAGA,04-Jun-21
4084,PAGA,07-Jun-21
4085,PAGA,09-Jun-21
4086,PAGA,10-Jun-21
4087,PAGA,10-Jun-21
4088,PAGA,11-Jun-21
4089,PAGA,15-Jun-21
4090,PAGA,15-Jun-21
4091,PAGA,21-Jun-21
4092,PAGA,21-Jun-21
4093,PAGA,21-Jun-21
4094,PAGA,25-Jun-21
4095,PAGA,25-Jun-21
4096,PAGA,28-Jun-21
4097,PAGA,25-Jun-21
4098,PAGA,30-Jun-21
4144,PAGA,02-Jul-21
4145,PAGA,05-Jul-21
4146,PAGA,07-Jul-21
4147,PAGA,12-Jul-21
4148,PAGA,12-Jul-21
4150,PAGA,19-Jul-21
4151,PAGA,20-Jul-21
4152,PAGA,20-Jul-21
4153,PAGA,20-Jul-21
4154,PAGA,20-Jul-21
4155,PAGA,23-Jul-21
4156,PAGA,26-Jul-21
4157,PAGA,26-Jul-21
4158,PAGA,26-Jul-21
4159,PAGA,28-Jul-21
4162,PAGA,29-Jul-21
4163,PAGA,30-Jul-21
4164,PAGA,31-Jul-21
4194,PAGA,05-Aug-21
4195,PAGA,06-Aug-21
4196,PAGA,06-Aug-21
4197,PAGA,09-Aug-21
4198,PAGA,10-Aug-21
4199,PAGA,13-Aug-21
4200,PAGA,16-Aug-21
4201,PAGA,16-Aug-21
4202,PAGA,20-Aug-21
4203,PAGA,20-Aug-21
4204,PAGA,20-Aug-21
4205,PAGA,20-Aug-21
4206,PAGA,23-Aug-21
4207,PAGA,23-Aug-21
4208,PAGA,26-Aug-21
4209,PAGA,27-Aug-21
4235,PAGA,31-Aug-21
4236,PAGA,31-Aug-21
4282,PAGA,03-Sep-21
4283,PAGA,03-Sep-21
4284,PAGA,06-Sep-21
4285,PAGA,09-Sep-21
4286,PAGA,10-Sep-21
4287,PAGA,10-Sep-21
4288,PAGA,10-Sep-21
4289,PAGA,13-Sep-21
4290,PAGA,17-Sep-21
4291,PAGA,20-Sep-21
4292,PAGA,20-Sep-21
4293,PAGA,20-Sep-21
4294,PAGA,20-Sep-21
4295,PAGA,24-Sep-21
4296,PAGA,24-Sep-21
4297,PAGA,27-Sep-21
4298,PAGA,27-Sep-21
4299,PAGA,30-Sep-21
4313,PAGA,01-Oct-21
4314,PAGA,01-Oct-21
4315,PAGA,08-Oct-21
4316,PAGA,08-Oct-21
4317,PAGA,11-Oct-21
4318,PAGA,11-Oct-21
4319,PAGA,11-Oct-21
4320,PAGA,13-Oct-21
4321,PAGA,15-Oct-21
4322,PAGA,18-Oct-21
4323,PAGA,18-Oct-21
4324,PAGA,19-Oct-21
4325,PAGA,19-Oct-21
4331,PAGA,20-Oct-21
4332,PAGA,20-Oct-21
4333,PAGA,22-Oct-21
4334,PAGA,25-Oct-21
4335,PAGA,25-Oct-21
4336,PAGA,25-Oct-21
4337,PAGA,29-Oct-21
4338,PAGA,29-Oct-21
4339,PAGA,29-Oct-21
4356,PAGA,01-Nov-21
4357,PAGA,05-Nov-21
4358,PAGA,05-Nov-21
4359,PAGA,08-Nov-21
4360,PAGA,08-Nov-21
4361,PAGA,08-Nov-21
4362,PAGA,09-Nov-21
4363,PAGA,10-Nov-21
4364,PAGA,11-Nov-21
4365,PAGA,11-Nov-21
4366,PAGA,12-Nov-21
4368,PAGA,16-Nov-21
4369,PAGA,16-Nov-21
4370,PAGA,18-Nov-21
4391,PAGA,22-Nov-21
4392,PAGA,22-Nov-21
4393,PAGA,22-Nov-21
4394,PAGA,24-Nov-21
4395,PAGA,25-Nov-21
4396,PAGA,
4397,PAGA,29-Nov-21
4398,PAGA,30-Nov-21
4401,PAGA,30-Nov-21
4422,PAGA,01-Dec-21
4423,PAGA,03-Dec-21
4424,PAGA,06-Dec-21
4425,PAGA,07-Dec-21
4426,PAGA,09-Dec-21
4427,PAGA,10-Dec-21
4428,PAGA,10-Dec-21
4429,PAGA,13-Dec-21
4430,PAGA,13-Dec-21
4431,PAGA,15-Dec-21
4432,PAGA,16-Dec-21
4433,PAGA,17-Dec-21
4435,PAGA,20-Dec-21
4436,PAGA,20-Dec-21
4437,PAGA,20-Dec-21
4438,PAGA,21-Dec-21
4454,PAGA,24-Dec-21
4455,PAGA,24-Dec-21
4456,PAGA,27-Dec-21
4457,PAGA,27-Dec-21
4458,PAGA,31-Dec-21
4459,PAGA,31-Dec-21
4460,PAGA,31-Dec-21
4461,PAGA,31-Dec-21
4468,PAGA,07-Jan-22
4469,PAGA,07-Jan-22
4470,PAGA,07-Jan-22
4475,PAGA,10-Jan-22
4476,PAGA,10-Jan-22
4477,PAGA,11-Jan-22
4478,PAGA,12-Jan-22
4479,PAGA,14-Jan-22
4480,PAGA,17-Jan-22
4481,PAGA,17-Jan-22
4482,PAGA,20-Jan-22
4483,PAGA,20-Jan-22
4484,PAGA,20-Jan-22
4485,PAGA,21-Jan-22
4486,PAGA,24-Jan-22
4487,PAGA,24-Jan-22
4488,PAGA,25-Jan-22
4492,PAGA,31-Jan-22
4509,PAGA,31-Jan-22
4515,PAGA,31-Jan-22
4536,PAGA,07-Feb-22
4537,PAGA,07-Feb-22
4538,PAGA,10-Feb-22
4539,PAGA,10-Feb-22
4540,PAGA,11-Feb-22
4541,PAGA,14-Feb-22
4542,PAGA,15-Feb-22
4543,PAGA,21-Feb-22
4544,PAGA,21-Feb-22
4545,PAGA,24-Feb-22
4546,PAGA,25-Feb-22
4547,PAGA,25-Feb-22
4548,PAGA,26-Feb-22
4549,PAGA,26-Feb-22
4564,PAGA,04-Mar-22
4565,PAGA,04-Mar-22
4566,PAGA,07-Mar-22
4567,PAGA,08-Mar-22
4568,PAGA,09-Mar-22
4569,PAGA,10-Mar-22
4570,PAGA,10-Mar-22
4573,PAGA,11-Mar-22
4584,PAGA,17-Mar-22
4585,PAGA,21-Mar-22
4586,PAGA,21-Mar-22
4587,PAGA,21-Mar-22
4588,PAGA,21-Mar-22
4589,PAGA,21-Mar-22
4590,PAGA,23-Mar-22
4596,PAGA,23-Mar-22
4597,PAGA,25-Mar-22
4598,PAGA,25-Mar-22
4599,PAGA,28-Mar-22
4600,PAGA,28-Mar-22
4601,PAGA,30-Mar-22
4607,PAGA,31-Mar-22
4608,PAGA,31-Mar-22
4642,PAGA,01-Apr-22
4643,PAGA,04-Apr-22
4644,PAGA,04-Apr-22
4645,PAGA,07-Apr-22
4646,PAGA,08-Apr-22
4647,PAGA,11-Apr-22
4648,PAGA,11-Apr-22
4649,PAGA,13-Apr-22
4650,PAGA,18-Apr-22
4651,PAGA,18-Apr-22
4652,PAGA,18-Apr-22
4653,PAGA,20-Apr-22
4654,PAGA,20-Apr-22
4655,PAGA,22-Apr-22
4656,PAGA,25-Apr-22
4657,PAGA,25-Apr-22
4658,PAGA,29-Apr-22
4660,PAGA,30-Apr-22
4661,PAGA,30-Apr-22
4681,PAGA,02-May-22
4682,PAGA,02-May-22
4683,PAGA,03-May-22
4684,PAGA,06-May-22
4685,PAGA,09-May-22
4686,PAGA,10-May-22
4687,PAGA,10-May-22
4688,PAGA,10-May-22
4689,PAGA,12-May-22
4690,PAGA,12-May-22
4691,PAGA,12-May-22
4692,PAGA,16-May-22
4693,PAGA,16-May-22
4694,PAGA,17-May-22
4695,PAGA,18-May-22
4711,PAGA,20-May-22
4712,PAGA,20-May-22
4713,PAGA,20-May-22
4714,PAGA,23-May-22
4715,PAGA,25-May-22
4716,PAGA,25-May-22
4717,PAGA,27-May-22
4718,PAGA,30-May-22
4719,PAGA,30-May-22
4724,PAGA,31-May-22
4725,PAGA,31-May-22
4734,PAGA,11-May-22
4747,PAGA,03-Jun-22
4748,PAGA,06-Jun-22
4749,PAGA,07-Jun-22
4750,PAGA,08-Jun-22
4751,PAGA,10-Jun-22
4752,PAGA,10-Jun-22
4753,PAGA,10-Jun-22
4754,PAGA,10-Jun-22
4763,PAGA,13-Jun-22
4764,PAGA,15-Jun-22
4765,PAGA,17-Jun-22
4766,PAGA,17-Jun-22
4767,PAGA,20-Jun-22
4768,PAGA,20-Jun-22
4769,PAGA,24-Jun-22
4770,PAGA,24-Jun-22
4771,PAGA,27-Jun-22
4809,PAGA,28-Jul-22
4810,PAGA,28-Jun-22
4811,PAGA,28-Jun-22
4812,PAGA,28-Jun-22
4813,PAGA,30-Jun-22
4814,PAGA,30-Jun-22
4833,PAGA,01-Jul-22
4834,PAGA,04-Jul-22
4835,PAGA,06-Jul-22
4837,PAGA,11-Jul-22
4838,PAGA,11-Jul-22
4839,PAGA,11-Jul-22
4840,PAGA,11-Jul-22
4841,PAGA,11-Jul-22
4842,PAGA,18-Jul-22
4843,PAGA,18-Jul-22
4844,PAGA,18-Jul-22
4845,PAGA,20-Jul-22
4846,PAGA,22-Jul-22
4847,PAGA,25-Jul-22
4848,PAGA,25-Jul-22
4849,PAGA,25-Jul-22
4850,PAGA,25-Jul-22
4851,PAGA,27-Jul-22
4852,PAGA,29-Jul-22
4853,PAGA,29-Jul-22
4854,PAGA,30-Jul-22
4855,PAGA,30-Jul-22
4856,PAGA,11-Jul-22
4864,PAGA,30-Jul-22
4865,PAGA,30-Jul-22
4895,PAGA,05-Aug-22
4896,PAGA,05-Aug-22
4897,PAGA,08-Aug-22
4898,PAGA,10-Aug-22
4899,PAGA,10-Aug-22
4900,PAGA,10-Aug-22
4901,PAGA,10-Aug-22
4902,PAGA,15-Aug-22
4903,PAGA,16-Aug-22
4904,PAGA,19-Aug-22
4905,PAGA,22-Aug-22
4906,PAGA,22-Aug-22
4907,PAGA,22-Aug-22
4908,PAGA,22-Aug-22
4909,PAGA,25-Aug-22
4910,PAGA,26-Aug-22
4911,PAGA,29-Aug-22
4912,PAGA,31-Aug-22
4913,PAGA,31-Aug-22
4944,PAGA,02-Sep-22
4945,PAGA,05-Sep-22
4946,PAGA,09-Sep-22
4947,PAGA,09-Sep-22
4948,PAGA,12-Sep-22
4949,PAGA,12-Sep-22
4950,PAGA,12-Sep-22
4951,PAGA,12-Sep-22
4952,PAGA,13-Sep-22
4953,PAGA,15-Sep-22
4954,PAGA,20-Sep-22
4955,PAGA,21-Sep-22
4956,PAGA,23-Sep-22
4962,PAGA,26-Sep-22
4963,PAGA,26-Sep-22
4964,PAGA,26-Sep-22
4965,PAGA,26-Sep-22
4966,PAGA,28-Sep-22
4971,PAGA,30-Sep-22
4973,PAGA,30-Sep-22
4974,PAGA,30-Sep-22
4975,PAGA,30-Sep-22
4976,PAGA,03-Oct-22
4979,PAGA,04-Oct-22
4989,PAGA,07-Oct-22
4994,PAGA,10-Oct-22
4995,PAGA,10-Oct-22
4996,PAGA,10-Oct-22
4997,PAGA,10-Oct-22
5003,PAGA,14-Oct-22
5004,PAGA,17-Oct-22
5005,PAGA,17-Oct-22
5014,PAGA,19-Oct-22
5015,PAGA,20-Oct-22
5016,PAGA,21-Oct-22
5017,PAGA,25-Oct-22
5018,PAGA,25-Oct-22
5019,PAGA,25-Oct-22
5023,PAGA,28-Oct-22
5024,PAGA,28-Oct-22
5025,PAGA,28-Oct-22
5027,PAGA,31-Oct-22
5052,PAGA,31-Oct-22
5053,PAGA,31-Oct-22
5068,PAGA,03-Nov-22
5069,PAGA,04-Nov-22
5070,PAGA,07-Nov-22
5071,PAGA,09-Nov-22
5072,PAGA,10-Nov-22
5073,PAGA,10-Nov-22
5074,PAGA,10-Nov-22
5075,PAGA,14-Nov-22
5076,PAGA,16-Nov-22
5077,PAGA,16-Nov-22
5078,PAGA,17-Nov-22
5079,PAGA,21-Nov-22
5080,PAGA,21-Nov-22
5081,PAGA,23-Nov-22
5082,PAGA,25-Nov-22
5083,PAGA,28-Nov-22
5084,PAGA,28-Nov-22
5113,PAGA,30-Nov-22
5114,PAGA,30-Nov-22
5133,PAGA,01-Dec-22
5134,PAGA,05-Dec-22
5135,PAGA,07-Dec-22
5136,PAGA,09-Dec-22
5137,PAGA,12-Dec-22
5138,PAGA,12-Dec-22
5139,PAGA,13-Dec-22
5140,PAGA,13-Dec-22
5141,PAGA,13-Dec-22
5142,PAGA,19-Dec-22
5143,PAGA,20-Dec-22
5144,PAGA,23-Dec-22
5145,PAGA,23-Dec-22
5146,PAGA,26-Dec-22
5147,PAGA,27-Dec-22
5148,PAGA,30-Dec-22
5149,PAGA,30-Dec-22
5150,PAGA,30-Dec-22
5221,PAGA,04-Jan-23
5222,PAGA,06-Jan-23
5223,PAGA,06-Jan-23
5224,PAGA,09-Jan-23
5225,PAGA,10-Jan-23
5226,PAGA,10-Jan-23
5227,PAGA,10-Jan-23
5228,PAGA,12-Jan-23
5229,PAGA,16-Jan-23
5230,PAGA,16-Jan-23
5231,PAGA,20-Jan-23
5232,PAGA,23-Jan-23
5233,PAGA,26-Jan-23
5234,PAGA,27-Jan-23
5235,PAGA,30-Jan-23
5236,PAGA,31-Jan-23
5237,PAGA,31-Jan-23
5258,PAGA,03-Feb-23
5259,PAGA,06-Feb-23
5260,PAGA,06-Feb-23
5261,PAGA,07-Feb-23
5262,PAGA,10-Feb-23
5263,PAGA,10-Feb-23
5264,PAGA,10-Feb-23
5265,PAGA,13-Feb-23
5266,PAGA,14-Feb-23
5267,PAGA,15-Feb-23
5268,PAGA,22-Feb-23
5269,PAGA,24-Feb-23
5270,PAGA,24-Feb-23
5271,PAGA,27-Feb-23
5272,PAGA,27-Feb-23
5273,PAGA,27-Feb-23
5274,PAGA,28-Feb-23
5277,PAGA,28-Feb-23
5278,PAGA,28-Feb-23
5311,PAGA,01-Mar-23
5312,PAGA,03-Mar-23
5313,PAGA,03-Mar-23
5314,PAGA,03-Mar-23
5315,PAGA,06-Mar-23
5316,PAGA,09-Mar-23
5317,PAGA,09-Mar-23
5318,PAGA,09-Mar-23
5319,PAGA,10-Mar-23
5320,PAGA,10-Mar-23
5321,PAGA,10-Mar-23
5322,PAGA,13-Mar-23
5323,PAGA,14-Mar-23
5324,PAGA,17-Mar-23
5325,PAGA,17-Mar-23
5327,PAGA,20-Mar-23
5328,PAGA,20-Mar-23
5329,PAGA,20-Mar-23
5330,PAGA,27-Mar-23
5331,PAGA,29-Mar-23
5332,PAGA,30-Mar-23
5333,PAGA,31-Mar-23
5334,PAGA,31-Mar-23
5335,PAGA,31-Mar-23
5374,PAGA,03-Apr-23
5375,PAGA,04-Apr-23
5376,PAGA,04-Apr-23
5377,PAGA,10-Apr-23
5378,PAGA,10-Apr-23
5379,PAGA,11-Apr-23
5380,PAGA,11-Apr-23
5381,PAGA,14-Apr-23
5382,PAGA,17-Apr-23
5383,PAGA,17-Apr-23
5384,PAGA,17-Apr-23
5385,PAGA,20-Apr-23
5386,PAGA,24-Apr-23
5387,PAGA,24-Apr-23
5388,PAGA,28-Apr-23
5389,PAGA,29-Apr-23
5390,PAGA,29-Apr-23
5450,PAGA,02-May-23
5451,PAGA,02-May-23
5452,PAGA,03-May-23
5453,PAGA,09-May-23
5454,PAGA,10-May-23
5455,PAGA,12-May-23
5456,PAGA,15-May-23
5457,PAGA,22-May-23
5458,PAGA,25-May-23
5459,PAGA,26-May-23
5460,PAGA,29-May-23
5461,PAGA,31-May-23
5462,PAGA,31-May-23
5491,PAGA,02-Jun-23
5492,PAGA,09-Jun-23
5493,PAGA,12-Jun-23
5494,PAGA,12-Jun-23
5495,PAGA,13-Jun-23
5496,PAGA,19-Jun-23
5497,PAGA,20-Jun-23
5498,PAGA,26-Jun-23
5499,PAGA,27-Jun-23
5500,PAGA,30-Jun-23
5501,PAGA,30-Jun-23
5518,PAGA,03-Jul-23
5519,PAGA,10-Jul-23
5582,PAGA,10-Jul-23
5583,PAGA,11-Jul-23
5584,PAGA,13-Jul-23
5585,PAGA,17-Jul-23
5586,PAGA,20-Jul-23
5587,PAGA,27-Jul-23
5588,PAGA,28-Jul-23
5589,PAGA,31-Jul-23
5590,PAGA,31-Jul-23
5592,PAGA,31-Jul-23
5593,PAGA,31-Jul-23
5765,PAGA,27-Jul-23
5913,PAGA,01-Aug-23
5914,PAGA,04-Aug-23
5915,PAGA,07-Aug-23
5916,PAGA,09-Aug-23
5917,PAGA,10-Aug-23
5918,PAGA,11-Aug-23
5919,PAGA,14-Aug-23
5920,PAGA,14-Aug-23
5921,PAGA,14-Aug-23
5922,PAGA,16-Aug-23
5923,PAGA,21-Aug-23
5924,PAGA,25-Aug-23
5925,PAGA,28-Aug-23
5926,PAGA,28-Aug-23
5927,PAGA,31-Aug-23
5929,PAGA,31-Aug-23
5930,PAGA,31-Aug-23
5931,PAGA,04-Sep-23
5932,PAGA,09-Sep-23
5933,PAGA,09-Sep-23
5934,PAGA,11-Sep-23
5935,PAGA,11-Sep-23
5936,PAGA,11-Sep-23
5937,PAGA,12-Sep-23
5938,PAGA,12-Sep-23
5939,PAGA,12-Sep-23
5941,PAGA,14-Sep-23
5942,PAGA,18-Sep-23
5943,PAGA,18-Sep-23
5944,PAGA,18-Sep-23
5945,PAGA,20-Sep-23
5946,PAGA,25-Sep-23
5947,PAGA,27-Sep-23
5951,PAGA,28-Sep-23
5952,PAGA,29-Sep-23
5953,PAGA,30-Sep-23
5954,PAGA,30-Sep-23
5957,PAGA,02-Oct-23
5958,PAGA,02-Oct-23
5959,PAGA,02-Oct-23
5960,PAGA,09-Oct-23
5961,PAGA,10-Oct-23
5962,PAGA,11-Oct-23
5963,PAGA,12-Oct-23
5964,PAGA,12-Oct-23
5965,PAGA,12-Oct-23
5966,PAGA,12-Oct-23
5967,PAGA,13-Oct-23
5968,PAGA,16-Oct-23
5969,PAGA,16-Oct-23
5970,PAGA,17-Oct-23
5971,PAGA,20-Oct-23
5972,PAGA,24-Oct-23
5973,PAGA,25-Oct-23
5974,PAGA,27-Oct-23
5975,PAGA,30-Oct-23
5976,PAGA,30-Oct-23
5977,PAGA,31-Oct-23
5978,PAGA,31-Oct-23
5979,PAGA,31-Oct-23
5983,PAGA,09-Nov-23
5984,PAGA,09-Nov-23
5985,PAGA,09-Nov-23
5986,PAGA,10-Nov-23
5987,PAGA,13-Nov-23
5988,PAGA,13-Nov-23
5989,PAGA,14-Nov-23
5990,PAGA,16-Nov-23
5991,PAGA,16-Nov-23
5992,PAGA,17-Nov-23
5993,PAGA,20-Nov-23
5994,PAGA,20-Nov-23
5995,PAGA,20-Nov-23
5996,PAGA,20-Nov-23
5997,PAGA,20-Nov-23
5998,PAGA,20-Nov-23
5999,PAGA,21-Nov-23
6000,PAGA,21-Nov-23
6001,PAGA,21-Nov-23
6002,PAGA,21-Nov-23
6063,PAGA,24-Nov-23
6064,PAGA,25-Nov-23
6065,PAGA,27-Nov-23
6066,PAGA,27-Nov-23
6067,PAGA,28-Nov-23
6068,PAGA,30-Nov-23
6069,PAGA,30-Nov-23
6097,PAGA,01-Dec-23
6098,PAGA,01-Dec-23
6099,PAGA,06-Dec-23
6100,PAGA,11-Dec-23
6101,PAGA,11-Dec-23
6102,PAGA,11-Dec-23
6103,PAGA,12-Dec-23
6104,PAGA,13-Dec-23
6105,PAGA,14-Dec-23
6106,PAGA,15-Dec-23
6107,PAGA,15-Dec-23
6110,PAGA,15-Dec-23
6111,PAGA,15-Dec-23
6112,PAGA,18-Dec-23
6113,PAGA,18-Dec-23
6114,PAGA,19-Dec-23
6115,PAGA,20-Dec-23
6116,PAGA,21-Dec-23
6117,PAGA,26-Dec-23
6118,PAGA,26-Dec-23
6119,PAGA,30-Dec-23
6120,PAGA,30-Dec-23
6121,PAGA,30-Dec-23
6131,PAGA,08-Jun-24
6132,PAGA,08-Jun-24
6133,PAGA,10-Jun-24
6134,PAGA,10-Jun-24
6135,PAGA,11-Jun-24
6136,PAGA,12-Jun-24
6138,PAGA,09-Jan-24
6139,PAGA,10-Jan-24
6140,PAGA,10-Jan-24
6141,PAGA,10-Jan-24
6142,PAGA,10-Jan-24
6143,PAGA,12-Jan-24
6144,PAGA,12-Jan-24
6145,PAGA,15-Jan-24
6146,PAGA,15-Jan-24
6147,PAGA,16-Jan-24
6148,PAGA,16-Jan-24
6149,PAGA,16-Jan-24
6150,PAGA,16-Jan-24
6151,PAGA,16-Jan-24
6152,PAGA,16-Jan-24
6153,PAGA,16-Jan-24
6154,PAGA,16-Jan-24
6155,PAGA,17-Jan-24
6156,PAGA,17-Jan-24
6157,PAGA,18-Jan-24
6158,PAGA,22-Jan-24
6159,PAGA,22-Jan-24
6160,PAGA,22-Jan-24
6161,PAGA,22-Jan-24
6162,PAGA,22-Jan-24
6163,PAGA,22-Jan-24
6164,PAGA,22-Jan-24
6165,PAGA,22-Jan-24
6166,PAGA,23-Jan-24
6167,PAGA,25-Jan-24
6168,PAGA,29-Jan-24
6169,PAGA,31-Jan-24
6170,PAGA,31-Jan-24
6171,PAGA,31-Jan-24
6175,PAGA,01-Feb-24
6176,PAGA,01-Feb-24
6177,PAGA,06-Feb-24
6178,PAGA,06-Feb-24
6179,PAGA,08-Feb-24
6180,PAGA,08-Feb-24
6181,PAGA,08-Feb-24
6182,PAGA,09-Feb-24
6183,PAGA,09-Feb-24
6184,PAGA,09-Feb-24
6185,PAGA,09-Feb-24
6186,PAGA,15-Feb-24
6187,PAGA,15-Feb-24
6188,PAGA,16-Feb-24
6189,PAGA,16-Feb-24
6190,PAGA,19-Feb-24
6191,PAGA,19-Feb-24
6192,PAGA,20-Feb-24
6193,PAGA,20-Feb-24
6194,PAGA,20-Feb-24
6195,PAGA,22-Feb-24
6196,PAGA,26-Feb-24
6197,PAGA,28-Feb-24
6198,PAGA,29-Feb-24
6199,PAGA,29-Feb-24
6210,PAGA,17-Jun-24
6211,PAGA,18-Jun-24
6212,PAGA,18-Jun-24
6213,PAGA,19-Jun-24
6214,PAGA,19-Jun-24
6215,PAGA,20-Jun-24
6216,PAGA,20-Jun-24
6217,PAGA,20-Jun-24
6218,PAGA,01-Mar-24
6316,PAGA,01-Mar-24
6317,PAGA,01-Mar-24
6319,PAGA,01-Mar-24
6320,PAGA,04-Mar-24
6321,PAGA,04-Mar-24
6322,PAGA,04-Mar-24
6323,PAGA,04-Mar-24
6324,PAGA,04-Mar-24
6325,PAGA,04-Mar-24
6326,PAGA,04-Mar-24
6327,PAGA,04-Mar-24
6328,PAGA,07-Mar-24
6329,PAGA,07-Mar-24
6330,PAGA,07-Mar-24
6331,PAGA,11-Mar-24
6332,PAGA,11-Mar-24
6333,PAGA,11-Mar-24
6334,PAGA,11-Mar-24
6335,PAGA,13-Mar-24
6336,PAGA,14-Mar-24
6337,PAGA,14-Mar-24
6338,PAGA,15-Mar-24
6339,PAGA,18-Mar-24
6340,PAGA,18-Mar-24
6341,PAGA,19-Mar-24
6342,PAGA,20-Mar-24
6343,PAGA,21-Mar-24
6344,PAGA,21-Mar-24
6345,PAGA,25-Mar-24
6362,PAGA,25-Mar-24
6363,PAGA,25-Mar-24
6364,PAGA,25-Mar-24
6365,PAGA,25-Mar-24
6377,PAGA,28-Mar-24
6378,PAGA,29-Mar-24
6379,PAGA,29-Mar-24
6380,PAGA,29-Mar-24
6381,PAGA,29-Mar-24
6559,PAGA,05-Mar-25
6560,PAGA,06-Mar-25
6561,PAGA,10-Mar-25
6562,PAGA,12-Mar-25
6563,PAGA,14-Mar-25
6564,PAGA,17-Mar-25
6565,PAGA,17-Mar-25
6566,PAGA,17-Mar-25
6567,PAGA,17-Mar-25
6568,PAGA,18-Mar-25
6569,PAGA,19-Mar-25
6570,PAGA,20-Mar-25
6571,PAGA,24-Mar-25
6572,PAGA,25-Mar-25
6573,PAGA,31-Mar-25
6574,PAGA,31-Mar-25
6577,PAGA,31-Mar-25
6578,PAGA,31-Mar-25
