prodId,prodNome,prodMarca,prodPrecoCompra,prodPrecoVenda,prodPercentual,prodQtd,prodTipo
721,LENTE VS 1.74,106,"750,00","1500,00",100,9,PRODUTO
722,LENTE VS1.50 INCOLOR,147,"150,00","300,00",100,9,PRODUTO
723,LENTE DE CONTATO ANUAL TÓRICA COLORIDA,103,"200,00","400,00",100,18,PRODUTO
724,LENTE DE CONTATO ANUAL ESFERICA COLORIDA,103,"280,00","560,00",100,19,PRODUTO
725,LENTE PR ESPACE1.5 ACLIMATES AR,136,"400,00","800,00",100,7,PRODUTO
726,OCULOS SOLAR ROMANO,151,"275,00","550,00",100,-3,PRODUTO
727,OCULOS SOLAR CARMEN VITTI,150,"250,00","500,00",100,3,PRODUTO
728,LENTE ESPACE AR,136,"400,00","800,00",100,0,PRODUTO
730,LENTE PROG 1.56 FOTO,152,"300,00","600,00",100,6,PRODUTO
731,ARMAÇÃO BURGUESE,7,"160,00","320,00",100,0,PRODUTO
732,LENTE VS1.56 FOTO AR,152,"200,00","400,00",100,6,PRODUTO
734,LENTE PROG1.50 FOTO,153,"300,00","600,00",100,9,PRODUTO
735,LENTE VS1.59 AR BLUE,119,"300,00","600,00",100,9,PRODUTO
736,LENTE VS1.67 ANTIRREFLEXO ACAB,152,"400,00","800,00",100,8,PRODUTO
737,VARILUX PHYSIO TRANSITIOS CRIZAL EASY PRO,60,"2090,00","4180,00",100,10,PRODUTO
738,LENTE PR NOLINE AR,136,"200,00","400,00",100,9,PRODUTO
739,ARMAÇÃO LOUGGE,33,"150,00","300,00",100,0,PRODUTO
740,LENTE PR ESPACE INC,136,"230,00","460,00",100,7,PRODUTO
741,LENTE PROG VISION MAX HD1.67 SAFEBLUE AR DURAVISION,106,"991,00","1982,00",100,9,PRODUTO
742,LENTE PR AMPLUS 1.53 AR CE,51,"622,50","1245,00",100,9,PRODUTO
743,LENTE PR NEXVISION FOTO AR,122,"300,00","600,00",100,12,PRODUTO
745,LENTE PR VISIONMAX 1.5 FOTO AR DURAMAX VD,125,"850,00","1700,00",100,15,PRODUTO
746,ARMAÇÃO ECKO UNLTD,154,"240,00","480,00",100,-5,PRODUTO
747,OCULOS SOLAR ECKO UNLTD,154,"250,00","500,00",100,-3,PRODUTO
749,ARMAÇAO VERTZ,155,"195,00","390,00",100,7,PRODUTO
750,LENTE VS1.60 AR NO RISK,51,"600,00","1200,00",100,8,PRODUTO
751,LENTE VS 1.56 SOLAR,136,"250,00","500,00",100,8,PRODUTO
753,LENTE PR VISIONMAX HD1.5 DURAMAX,125,"725,00","1450,00",100,10,PRODUTO
754,LENTE PR VISION+1.50 INC,125,"300,00","600,00",100,6,PRODUTO
755,LENTE PR VISIONMAX SELF1.50 SELF SUNPROTEC,125,"1200,00","2400,00",100,9,PRODUTO
756,LENTE CONTATO TERAPEUTICA,103,"30,00","60,00",100,5,PRODUTO
757,LENTE PR 1.50 AR BLUE,122,"300,00","600,00",100,9,PRODUTO
758,LENTE PR VISION+1.50 SUNPROTEC,125,"400,00","800,00",100,4,PRODUTO
759,LENTE PR DAYNAMIC1.59 AR CX,51,"1200,00","2400,00",100,10,PRODUTO
760,LENTE PR VISIONMAX HD1.50 TANSIT. AR DURAMAX,125,"1000,00","2000,00",100,9,PRODUTO
761,LENTE VS1.56 FOTO AR BLUE,128,"250,00","500,00",100,3,PRODUTO
762,LENTE PR ARGOS1.5 SOLAR,51,"550,00","1100,00",100,9,PRODUTO
763,LENTE PR ARGOS 1.60 SOLAR,51,"995,00","1990,00",100,8,PRODUTO
764,LENTE PR VISION+1.50 AR DURAMAX,125,"400,00","800,00",100,14,PRODUTO
765,LENTE VS1.59 AR,136,"200,00","400,00",100,18,PRODUTO
766,LENTE PR VISIONMAX HD1.59 AR DURAMAX,125,"750,00","1500,00",100,9,PRODUTO
767,LENTE PR VISIONMAX HD1.50 SUNPROTEC,125,"650,00","1300,00",100,8,PRODUTO
768,LENTE PR VISIONMAX 1.5 FILTRO AR DURAMAX AZ,125,"800,00","1600,00",100,14,PRODUTO
769,LENTE PR LABO SYNC EASY 1.59 POLY INC,106,"350,00","700,00",100,9,PRODUTO
770,LENTE PR DAYNAMIC1.5 SOLAR,51,"1000,00","2000,00",100,9,PRODUTO
771,LENTE PR VISIONMAX HD1.50 TRASITIONS 8,125,"1050,00","2100,00",100,9,PRODUTO
772,LENTE VS 1.67 FOTO AR,156,"800,00","1600,00",100,9,PRODUTO
774,LENTE PR HAYTEK TOP 1.56 AR VD,88,"840,00","1680,00",100,6,PRODUTO
775,LENTE PR MULTI AR FILTRO AZUL,132,"250,00","500,00",100,6,PRODUTO
776,LENTE PR HAYTEK SMART 1.56 INC,88,"450,00","900,00",100,5,PRODUTO
777,LENTE PR VISION+ 1.59 SUNPROTEC,125,"800,00","1600,00",100,9,PRODUTO
778,LENTE PR HAYTEK SMART 1.56 FOTO AR V,88,"900,00","1800,00",100,11,PRODUTO
779,LENTE PR VISION+ 1.50 SAFE BLUE SUNPROTEC,125,"650,00","1300,00",100,9,PRODUTO
780,LENTE PR HAYTEK TOP 1.59 AR V,88,"800,00","1600,00",100,8,PRODUTO
781,LENTE VS1.50 SURF SOLAR,51,"350,00","700,00",100,9,PRODUTO
782,LENTE PR HAYTEK PRO ID FF FILTO AZUL AR BLUE,88,"1.120,00","2240,00",100,8,PRODUTO
783,LENTE PR HAYTEK SMART 1.56 FF FOTO,88,"800,00","1600,00",100,11,PRODUTO
784,LENTE PR VISIONMAX 1.50 FOTO FILTRO  AR DUR AZ,125,"1024,00","2048,00",100,8,PRODUTO
785,LENTE PR ESPACE TRANSITIONS 8,136,"450,00","900,00",100,9,PRODUTO
786,LENTE PR VISIONMAX 1.6 SAFEBLUE DURAMAX BLUE,106,"1100,00","2200,00",100,8,PRODUTO
787,LENTE VS HAYTEK 1.59 FILTRO AZUL AR BLUE,88,"650,00","1300,00",100,9,PRODUTO
789,ARMAÇÃO POWER,157,"180,00","360,00",100,0,PRODUTO
790,LENTE PR HAYTEK LIGHT 1.56 AR VD,88,"550,00","1100,00",100,11,PRODUTO
791,LENTE PR DAYNAMIC1.53 NORISK BLUE,51,"1450,00","2900,00",100,8,PRODUTO
792,LENTE PR DAYNAMIC1.5 NORISK BLUE,51,"1900,00","3800,00",100,1,PRODUTO
793,LENTE PR HAYTEK LIGHT1.56 FILTRO FOTO AR AZUL,88,"500,00","1000,00",100,8,PRODUTO
794,LENTE PR HAYTEK SMART 1.56 FILTRO AR AZUL,88,"700,00","1400,00",100,10,PRODUTO
795,LENTE VS 1.59 INC SURF,51,"300,00","600,00",100,9,PRODUTO
796,LENTE PR VISIONMAX UNUQUE DURAMAX GREEN,125,"1270,00","2540,00",100,9,PRODUTO
797,LENTE PR HAYTEK LIGHT1.56 FOTO AR VD,88,"600,00","1200,00",100,4,PRODUTO
798,OCULOS SOLAR JEAN PIERRE,3,"275,00","550,00",100,0,PRODUTO
799,LENTE PR HAYTEK SMART 1.67 SOLAR DEG,88,"850,00","1700,00",100,9,PRODUTO
800,LENTE VS HAYTEK 1.67 FILTO AR BLUE,88,"400,00","800,00",100,8,PRODUTO
801,LENTE PR HAYTEK SMART 1.56 AR AZUL,88,"450,00","900,00",100,8,PRODUTO
803,ARMAÇÃO TOP CLUB,158,"260,00","520,00",100,-13,PRODUTO
804,LENTE VS HAYTEK 1.56 FOTO FILTRO AR AZUL,88,"1020,00","2040,00",100,15,PRODUTO
805,LENTE PR ARGOS TX 1.53 AR BLUE CONTROL,51,"1185,00","2370,00",100,9,PRODUTO
806,LENTE VS GOLD 1.56 AR,152,"200,00","400,00",100,1,PRODUTO
807,LENTE PR HAYTEK SMART 1.56 FOTO FILTRO AR AZUL,88,"1200,00","2400,00",100,15,PRODUTO
808,LENTE VS HAYTEK 1.56 FILTRO AR BLUE,88,"250,00","500,00",100,7,PRODUTO
809,LENTE PR HOYALUX LIFE STYLE3 ID PREMIO AR NORISK BLUE,51,"2100,00","4200,00",100,9,PRODUTO
810,LENTE PR HOYALUX LIFE STYLE3 ID PREMIO SOLAR,51,"2100,00","4200,00",100,9,PRODUTO
811,OCULOS PRONTO,159,"50,00","100,00",100,9,PRODUTO
812,LENTE PR VISION + TRANSITIONS 8,125,"500,00","1000,00",100,7,PRODUTO
813,LENTE PR DAYNAMIC1.5 SENSITY AR BLUE,51,"2100,00","4200,00",100,7,PRODUTO
814,LENTE VS HAYTEK1.67 FF FOTO AR,88,"1150,00","2300,00",100,9,PRODUTO
815,LENTE PR VISIONMAX SELF1.74 INC,125,"1200,00","2400,00",100,8,PRODUTO
816,LENTE VS HAYTEK1.67 AR VERDE,88,"450,00","900,00",100,8,PRODUTO
817,LENTE PR HAYTEK SMART 1.56 AR VERDE,88,"500,00","1000,00",100,6,PRODUTO
818,LENTE PR ORGALINE FOTO AR,136,"300,00","600,00",100,7,PRODUTO
820,LENTE BIFOCAL BIOVIS FOTO,160,"350,00","700,00",100,10,PRODUTO
821,LENTE PR MAXXEE INC,51,"300,00","600,00",100,8,PRODUTO
822,LENTE PR VISIONMAX SELF1.59 TRANSITIONS 8 AR GREEN VD,125,"1690,00","3380,00",100,9,PRODUTO
823,LENTE PR VISIONMAX SELF1.5 TRANSITIONS 8,125,"1450,00","2900,00",100,9,PRODUTO
824,LENTE PR VISIONMAX SELF1.5 SAFE BUE AR BLUE,125,"1250,00","2500,00",100,9,PRODUTO
825,LENTE PR DAYNAMIC1.5 SENSITY II,51,"1620,00","3240,00",100,6,PRODUTO
826,LENTE PR HAYTEK LIGHT 1.56 FILTRO AR AZUL,88,"700,00","1400,00",100,8,PRODUTO
827,LENTE PR HAYTEK TOP 1.59 AR AZUL,88,"850,00","1700,00",100,9,PRODUTO
828,LENTE VS HAYTEK 1.61 FF AR AZUL,88,"700,00","1400,00",100,14,PRODUTO
829,LENTE PR 1.50 FOTO,147,"300,00","600,00",100,9,PRODUTO
830,LENTE PR HAYTEK LIGHT 1.56 FOTO,88,"750,00","1500,00",100,14,PRODUTO
832,LENTE PR ESPACE INC,161,"200,00","400,00",100,9,PRODUTO
833,LENTE VS HAYTEK FOTO AR,136,"250,00","500,00",100,9,PRODUTO
834,LENTE PR VISIONMAX SELF 1.67 INC,125,"1800,00","3600,00",100,9,PRODUTO
835,LENTE PR STOK LUX FOTO,122,"300,00","600,00",100,9,PRODUTO
836,LENTE PR STOK LUX INC,122,"200,00","400,00",100,9,PRODUTO
837,LENTE PR HAYTEK SMART SOLAR CNZ 80%,88,"400,00","800,00",100,9,PRODUTO
838,LENTE PR BALANSIS AR NR/BC,51,"1850,00","3700,00",100,8,PRODUTO
839,LENTE VS HAYTEK 1.56 FOTO FILTRO AR AZUL,136,"275,00","550,00",100,5,PRODUTO
840,LENTE PR HOYA AMPLUS 1.50 NR/BC,51,"700,00","1400,00",100,9,PRODUTO
841,OCULOS SOLAR TECNOL,14,"200,00","400,00",100,6,PRODUTO
842,LENTE PR AMPLUS SENSITY AR NR/BC,51,"1350,00","2700,00",100,9,PRODUTO
843,LENTE PR GOLD FOTO AR,152,"350,00","700,00",100,9,PRODUTO
844,LENTE VS 1.56 FILTO AR AZUL,152,"250,00","500,00","100,00",5,PRODUTO
845,LENTE PR HAYTEK TOP 1.67 FILTRO AR AZUL,88,"1750,00","3500,00",100,9,PRODUTO
846,LENTE VS GOLD 1.56 FOTO FILTRO AR AZUL,152,"250,00","500,00",100,9,PRODUTO
848,LENTE BIFOCAL ULTEX FOTO,162,"300,00","600,00",100,9,PRODUTO
849,LENTE PR HAYTEK TOP 1.59 FOTO AR VD,88,"1200,00","2400,00",100,9,PRODUTO
850,LENTE VS1.67 HOYA INC,51,"1030,00","2060,00",100,9,PRODUTO
851,LENTE VS HAYTEK 1.56 FF AR VERDE,88,"400,00","800,00",100,7,PRODUTO
852,LENTE PR ARGOS AR NORISK,51,"870,00","1740,00",100,8,PRODUTO
853,LENTE PR HAYTEK SMART 1.67 FILTRO AR ZUL,88,"1400,00","2800,00",100,9,PRODUTO
854,LENTE PR HAYTEK LIGHT 1.56 FF INC,88,"400,00","800,00",100,9,PRODUTO
856,LENTE VS HAYTEK 1.56 FILTRO AR AZUL,163,"300,00","600,00",100,9,PRODUTO
857,LENTE ARGOS 1.53 AR NR/BC,51,"1050,00","2100,00",100,9,PRODUTO
858,LENTE PR VISIONMAX SELF 1.74 AR DURAMAX,125,"2300,00","4600,00",100,9,PRODUTO
859,LENTE PR DAYNAMIC SENSITY AR NORISK,51,"1900,00","3800,00",100,7,PRODUTO
860,LENTE PR HAYTEK SMART 1.56 FOTO FILTRO AR VERDE,88,"1000,00","2000,00",100,9,PRODUTO
861,LENTE PR VISIONMAX SELF 1.59 AR DURAMAX,125,"1300,00","2600,00",100,9,PRODUTO
863,ARMAÇÃO DEBORAH SECCO FP,164,"260,00","520,00",100,15,PRODUTO
864,OCULOS DEBORAH SECCO FP,164,"275,00","550,00",100,1,PRODUTO
865,LENTE VS1.50 HOYA SENSITY AR LL/UV CTL,51,"600,00","1200,00",100,9,PRODUTO
866,LENTE VS 1.67 HOYA AR LL/BC,51,"1250,00","2500,00",100,9,PRODUTO
867,LENTE PR ESPACE ACLIMATES,161,"400,00","800,00",100,9,PRODUTO
868,LENTE VS GOLD 1.59 POLY FOTO AR VERDE,152,"300,00","600,00",100,9,PRODUTO
869,LENTE VS1.53 HOYA SYNC III 9 AR NR/BC,51,"850,00","1700,00",100,9,PRODUTO
870,LENTE PR SMART INCOLOR,161,"250,00","500,00",100,9,PRODUTO
871,LENTE PR SMART FOTO,161,"300,00","600,00",100,9,PRODUTO
872,LENTE PR DAYNAMIC1.60 AR NR/BC,51,"1870,00","3740,00",100,18,PRODUTO
873,LENTE PR DAYNAMIC1.60 SOLAR,51,"1500,00","3000,00",100,8,PRODUTO
874,LENTE VS1.56 INOVATION FOTO AR,136,"300,00","600,00",100,9,PRODUTO
875,LENTE PR HAYTEK CONV AR VERDE,136,"250,00","500,00",100,8,PRODUTO
876,LENTE PR HAYTEK LIGHT 1.61 SOLAR,88,"750,00","1500,00",100,9,PRODUTO
877,LENTE VS 1.56 FOTO FILTRO AR AZUL,106,"360,00","720,00",100,8,PRODUTO
878,LENTE MIYOSMART CHAMELEON AR,51,"1050,00","2100,00",100,9,PRODUTO
879,LENTE PR MAXXEE AR VERDE,51,"300,00","600,00",100,8,PRODUTO
880,LENTE PR MAXXEE 1.56 FOTO AR VD,51,"650,00","1300,00",100,5,PRODUTO
881,LENTE PR MAXXEE 1.56 FOTO,51,"600,00","1200,00",100,8,PRODUTO
882,OCULOS SOLAR TOP CLUB,158,"275,00","550,00",100,1,PRODUTO
883,LENTE PR MAXXEE AR BLUE,51,"400,00","800,00",100,9,PRODUTO
884,LENTE PR MAXXEE 1.56 FOTO AR BLUE,51,"700,00","1400,00",100,9,PRODUTO
885,LENTE MIYOSMART AR,51,"1100,00","2200,00",100,8,PRODUTO
886,LENTE VS1.56 FILTRO AR AZUL,106,"200,00","400,00",100,9,PRODUTO
887,LENTE PR HAYTEK LIGHT1.56 AR VERDE PREMIUM,88,"650,00","1300,00",100,8,PRODUTO
888,LENTE PR HAYTEK SMART FILTRO AR AZULPREMIUM,88,"900,00","1800,00",100,9,PRODUTO
889,LENTE PR NEX VISION FOTO FILTRO AR AZUL,122,"300,00","600,00",100,9,PRODUTO
